week,state,state_name,disease,cases,incidence_per_capita
193802,TX,TEXAS,PERTUSSIS,181,2.87
193802,UT,UTAH,PERTUSSIS,59,11.03
193802,VA,VIRGINIA,PERTUSSIS,108,4.09
193802,VT,VERMONT,PERTUSSIS,24,6.74
193802,WA,WASHINGTON,PERTUSSIS,115,6.77
193802,WI,WISCONSIN,PERTUSSIS,182,5.87
193802,WV,WEST VIRGINIA,PERTUSSIS,108,5.91
193802,WY,WYOMING,PERTUSSIS,10,4.07
193803,AL,ALABAMA,PERTUSSIS,33,1.18
193803,AR,ARKANSAS,PERTUSSIS,64,3.32
193803,AZ,ARIZONA,PERTUSSIS,15,3.22
193803,CA,CALIFORNIA,PERTUSSIS,423,6.36
193803,CO,COLORADO,PERTUSSIS,7,0.63
193803,CT,CONNECTICUT,PERTUSSIS,42,2.49
193803,DC,DISTRICT OF COLUMBIA,PERTUSSIS,3,0.47
193803,DE,DELAWARE,PERTUSSIS,7,2.72
193803,FL,FLORIDA,PERTUSSIS,14,0.79
193803,GA,GEORGIA,PERTUSSIS,51,1.65
193803,IA,IOWA,PERTUSSIS,42,1.68
193803,ID,IDAHO,PERTUSSIS,40,7.8
193803,IL,ILLINOIS,PERTUSSIS,124,1.58
193803,IN,INDIANA,PERTUSSIS,17,0.5
193803,KS,KANSAS,PERTUSSIS,122,6.62
193803,KY,KENTUCKY,PERTUSSIS,92,3.29
193803,LA,LOUISIANA,PERTUSSIS,3,0.13
193803,MA,MASSACHUSETTS,PERTUSSIS,107,2.45
193803,MD,MARYLAND,PERTUSSIS,62,3.51
193803,ME,MAINE,PERTUSSIS,68,8.07
193803,MI,MICHIGAN,PERTUSSIS,220,4.35
193803,MN,MINNESOTA,PERTUSSIS,37,1.34
193803,MO,MISSOURI,PERTUSSIS,112,2.96
193803,MT,MONTANA,PERTUSSIS,31,5.62
193803,NC,NORTH CAROLINA,PERTUSSIS,326,9.48
193803,ND,NORTH DAKOTA,PERTUSSIS,63,9.74
193803,NE,NEBRASKA,PERTUSSIS,10,0.75
193803,NH,NEW HAMPSHIRE,PERTUSSIS,10,2.06
193803,NJ,NEW JERSEY,PERTUSSIS,160,3.9
193803,NM,NEW MEXICO,PERTUSSIS,32,6.24
193803,NY,NEW YORK,PERTUSSIS,389,2.88
193803,OH,OHIO,PERTUSSIS,69,1.01
193803,OK,OKLAHOMA,PERTUSSIS,40,1.72
193803,OR,OREGON,PERTUSSIS,21,1.97
193803,PA,PENNSYLVANIA,PERTUSSIS,344,3.46
193803,RI,RHODE ISLAND,PERTUSSIS,43,6.2
193803,SC,SOUTH CAROLINA,PERTUSSIS,47,2.56
193803,SD,SOUTH DAKOTA,PERTUSSIS,26,4.01
193803,TN,TENNESSEE,PERTUSSIS,31,1.1
193803,TX,TEXAS,PERTUSSIS,193,3.06
193803,UT,UTAH,PERTUSSIS,29,5.42
193803,VA,VIRGINIA,PERTUSSIS,93,3.53
193803,VT,VERMONT,PERTUSSIS,26,7.3
193803,WA,WASHINGTON,PERTUSSIS,138,8.13
193803,WI,WISCONSIN,PERTUSSIS,142,4.58
193803,WV,WEST VIRGINIA,PERTUSSIS,128,7
193803,WY,WYOMING,PERTUSSIS,8,3.25
193804,AL,ALABAMA,PERTUSSIS,31,1.11
193804,AR,ARKANSAS,PERTUSSIS,41,2.13
193804,AZ,ARIZONA,PERTUSSIS,55,11.8
193804,CA,CALIFORNIA,PERTUSSIS,405,6.08
193804,CO,COLORADO,PERTUSSIS,12,1.08
193804,CT,CONNECTICUT,PERTUSSIS,39,2.32
193804,DC,DISTRICT OF COLUMBIA,PERTUSSIS,5,0.78
193804,DE,DELAWARE,PERTUSSIS,10,3.89
193804,FL,FLORIDA,PERTUSSIS,22,1.24
193804,GA,GEORGIA,PERTUSSIS,66,2.14
193804,IA,IOWA,PERTUSSIS,47,1.88
193804,ID,IDAHO,PERTUSSIS,50,9.75
193804,IL,ILLINOIS,PERTUSSIS,112,1.42
193804,IN,INDIANA,PERTUSSIS,33,0.97
193804,KS,KANSAS,PERTUSSIS,99,5.37
193804,KY,KENTUCKY,PERTUSSIS,49,1.75
193804,LA,LOUISIANA,PERTUSSIS,6,0.26
193804,MA,MASSACHUSETTS,PERTUSSIS,141,3.23
193804,MD,MARYLAND,PERTUSSIS,44,2.49
193804,ME,MAINE,PERTUSSIS,55,6.52
193804,MI,MICHIGAN,PERTUSSIS,195,3.86
193804,MN,MINNESOTA,PERTUSSIS,53,1.93
193804,MO,MISSOURI,PERTUSSIS,49,1.3
193804,MT,MONTANA,PERTUSSIS,24,4.35
193804,NC,NORTH CAROLINA,PERTUSSIS,419,12.18
193804,ND,NORTH DAKOTA,PERTUSSIS,80,12.36
193804,NE,NEBRASKA,PERTUSSIS,8,0.6
193804,NH,NEW HAMPSHIRE,PERTUSSIS,3,0.62
193804,NJ,NEW JERSEY,PERTUSSIS,187,4.56
193804,NM,NEW MEXICO,PERTUSSIS,36,7.02
193804,NY,NEW YORK,PERTUSSIS,462,3.42
193804,OH,OHIO,PERTUSSIS,149,2.18
193804,OK,OKLAHOMA,PERTUSSIS,38,1.64
193804,OR,OREGON,PERTUSSIS,28,2.62
193804,PA,PENNSYLVANIA,PERTUSSIS,284,2.85
193804,RI,RHODE ISLAND,PERTUSSIS,59,8.5
193804,SC,SOUTH CAROLINA,PERTUSSIS,44,2.4
193804,SD,SOUTH DAKOTA,PERTUSSIS,23,3.54
193804,TN,TENNESSEE,PERTUSSIS,30,1.06
193804,TX,TEXAS,PERTUSSIS,136,2.16
193804,UT,UTAH,PERTUSSIS,46,8.6
193804,VA,VIRGINIA,PERTUSSIS,109,4.13
193804,VT,VERMONT,PERTUSSIS,31,8.71
193804,WA,WASHINGTON,PERTUSSIS,124,7.3
193804,WI,WISCONSIN,PERTUSSIS,198,6.39
193804,WV,WEST VIRGINIA,PERTUSSIS,143,7.82
193804,WY,WYOMING,PERTUSSIS,14,5.69
193805,AL,ALABAMA,PERTUSSIS,14,0.5
193805,AR,ARKANSAS,PERTUSSIS,27,1.4
193805,AZ,ARIZONA,PERTUSSIS,37,7.94
193805,CA,CALIFORNIA,PERTUSSIS,261,3.92
193805,CO,COLORADO,PERTUSSIS,13,1.17
193805,CT,CONNECTICUT,PERTUSSIS,67,3.98
193805,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
193805,DE,DELAWARE,PERTUSSIS,21,8.17
193805,FL,FLORIDA,PERTUSSIS,55,3.11
193805,GA,GEORGIA,PERTUSSIS,59,1.91
193805,IA,IOWA,PERTUSSIS,42,1.68
193805,ID,IDAHO,PERTUSSIS,19,3.7
193805,IL,ILLINOIS,PERTUSSIS,93,1.18
193805,IN,INDIANA,PERTUSSIS,18,0.53
193805,KS,KANSAS,PERTUSSIS,113,6.13
193805,KY,KENTUCKY,PERTUSSIS,71,2.54
193805,LA,LOUISIANA,PERTUSSIS,2,0.09
193805,MA,MASSACHUSETTS,PERTUSSIS,111,2.54
193805,MD,MARYLAND,PERTUSSIS,64,3.62
193805,ME,MAINE,PERTUSSIS,71,8.42
193805,MI,MICHIGAN,PERTUSSIS,132,2.61
193805,MN,MINNESOTA,PERTUSSIS,33,1.2
193805,MO,MISSOURI,PERTUSSIS,108,2.86
193805,MT,MONTANA,PERTUSSIS,31,5.62
193805,NC,NORTH CAROLINA,PERTUSSIS,281,8.17
193805,ND,NORTH DAKOTA,PERTUSSIS,31,4.79
193805,NE,NEBRASKA,PERTUSSIS,8,0.6
193805,NH,NEW HAMPSHIRE,PERTUSSIS,4,0.82
193805,NJ,NEW JERSEY,PERTUSSIS,144,3.51
193805,NM,NEW MEXICO,PERTUSSIS,35,6.82
193805,NY,NEW YORK,PERTUSSIS,472,3.49
193805,OH,OHIO,PERTUSSIS,115,1.68
193805,OK,OKLAHOMA,PERTUSSIS,33,1.42
193805,OR,OREGON,PERTUSSIS,30,2.81
193805,PA,PENNSYLVANIA,PERTUSSIS,411,4.13
193805,RI,RHODE ISLAND,PERTUSSIS,34,4.9
193805,SC,SOUTH CAROLINA,PERTUSSIS,57,3.11
193805,SD,SOUTH DAKOTA,PERTUSSIS,14,2.16
193805,TN,TENNESSEE,PERTUSSIS,46,1.63
193805,TX,TEXAS,PERTUSSIS,269,4.27
193805,UT,UTAH,PERTUSSIS,83,15.51
193805,VA,VIRGINIA,PERTUSSIS,97,3.68
193805,VT,VERMONT,PERTUSSIS,18,5.06
193805,WA,WASHINGTON,PERTUSSIS,122,7.18
193805,WI,WISCONSIN,PERTUSSIS,129,4.16
193805,WV,WEST VIRGINIA,PERTUSSIS,99,5.42
193805,WY,WYOMING,PERTUSSIS,25,10.16
193806,AL,ALABAMA,PERTUSSIS,16,0.57
193806,AR,ARKANSAS,PERTUSSIS,54,2.8
193806,AZ,ARIZONA,PERTUSSIS,45,9.66
193806,CA,CALIFORNIA,PERTUSSIS,271,4.07
193806,CO,COLORADO,PERTUSSIS,12,1.08
193806,CT,CONNECTICUT,PERTUSSIS,48,2.85
193806,DC,DISTRICT OF COLUMBIA,PERTUSSIS,12,1.88
193806,DE,DELAWARE,PERTUSSIS,7,2.72
193806,FL,FLORIDA,PERTUSSIS,6,0.34
193806,GA,GEORGIA,PERTUSSIS,72,2.33
193806,IA,IOWA,PERTUSSIS,17,0.68
193806,ID,IDAHO,PERTUSSIS,8,1.56
193806,IL,ILLINOIS,PERTUSSIS,105,1.33
193806,IN,INDIANA,PERTUSSIS,16,0.47
193806,KS,KANSAS,PERTUSSIS,105,5.7
193806,KY,KENTUCKY,PERTUSSIS,64,2.29
193806,LA,LOUISIANA,PERTUSSIS,19,0.83
193806,MA,MASSACHUSETTS,PERTUSSIS,158,3.62
193806,MD,MARYLAND,PERTUSSIS,71,4.02
193806,ME,MAINE,PERTUSSIS,61,7.24
193806,MI,MICHIGAN,PERTUSSIS,208,4.11
193806,MN,MINNESOTA,PERTUSSIS,45,1.63
193806,MO,MISSOURI,PERTUSSIS,90,2.38
193806,MT,MONTANA,PERTUSSIS,16,2.9
193806,NC,NORTH CAROLINA,PERTUSSIS,385,11.19
193806,ND,NORTH DAKOTA,PERTUSSIS,15,2.32
193806,NE,NEBRASKA,PERTUSSIS,7,0.53
193806,NH,NEW HAMPSHIRE,PERTUSSIS,6,1.24
193806,NJ,NEW JERSEY,PERTUSSIS,158,3.85
193806,NM,NEW MEXICO,PERTUSSIS,37,7.21
193806,NY,NEW YORK,PERTUSSIS,385,2.85
193806,OH,OHIO,PERTUSSIS,120,1.76
193806,OK,OKLAHOMA,PERTUSSIS,39,1.68
193806,OR,OREGON,PERTUSSIS,28,2.62
193806,PA,PENNSYLVANIA,PERTUSSIS,261,2.62
193806,RI,RHODE ISLAND,PERTUSSIS,25,3.6
193806,SC,SOUTH CAROLINA,PERTUSSIS,61,3.33
193806,SD,SOUTH DAKOTA,PERTUSSIS,25,3.85
193806,TN,TENNESSEE,PERTUSSIS,74,2.62
193806,TX,TEXAS,PERTUSSIS,261,4.14
193806,UT,UTAH,PERTUSSIS,46,8.6
193806,VA,VIRGINIA,PERTUSSIS,78,2.96
193806,VT,VERMONT,PERTUSSIS,21,5.9
193806,WA,WASHINGTON,PERTUSSIS,167,9.84
193806,WI,WISCONSIN,PERTUSSIS,152,4.91
193806,WV,WEST VIRGINIA,PERTUSSIS,62,3.39
193806,WY,WYOMING,PERTUSSIS,19,7.72
193807,AL,ALABAMA,PERTUSSIS,21,0.75
193807,AR,ARKANSAS,PERTUSSIS,144,7.47
193807,AZ,ARIZONA,PERTUSSIS,19,4.08
193807,CA,CALIFORNIA,PERTUSSIS,293,4.4
193807,CO,COLORADO,PERTUSSIS,8,0.72
193807,CT,CONNECTICUT,PERTUSSIS,45,2.67
193807,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
193807,DE,DELAWARE,PERTUSSIS,8,3.11
193807,FL,FLORIDA,PERTUSSIS,9,0.51
193807,GA,GEORGIA,PERTUSSIS,33,1.07
193807,IA,IOWA,PERTUSSIS,34,1.36
193807,ID,IDAHO,PERTUSSIS,14,2.73
193807,IL,ILLINOIS,PERTUSSIS,76,0.97
193807,IN,INDIANA,PERTUSSIS,27,0.8
193807,KS,KANSAS,PERTUSSIS,138,7.49
193807,KY,KENTUCKY,PERTUSSIS,98,3.5
193807,LA,LOUISIANA,PERTUSSIS,20,0.88
193807,MA,MASSACHUSETTS,PERTUSSIS,104,2.38
193807,MD,MARYLAND,PERTUSSIS,64,3.62
193807,ME,MAINE,PERTUSSIS,52,6.17
193807,MI,MICHIGAN,PERTUSSIS,187,3.7
193807,MN,MINNESOTA,PERTUSSIS,39,1.42
193807,MO,MISSOURI,PERTUSSIS,52,1.38
193807,MT,MONTANA,PERTUSSIS,19,3.44
193807,NC,NORTH CAROLINA,PERTUSSIS,343,9.97
193807,ND,NORTH DAKOTA,PERTUSSIS,19,2.94
193807,NE,NEBRASKA,PERTUSSIS,10,0.75
193807,NH,NEW HAMPSHIRE,PERTUSSIS,2,0.41
193807,NJ,NEW JERSEY,PERTUSSIS,200,4.88
193807,NM,NEW MEXICO,PERTUSSIS,17,3.31
193807,NY,NEW YORK,PERTUSSIS,505,3.74
193807,OH,OHIO,PERTUSSIS,87,1.27
193807,OK,OKLAHOMA,PERTUSSIS,29,1.25
193807,OR,OREGON,PERTUSSIS,43,4.03
193807,PA,PENNSYLVANIA,PERTUSSIS,361,3.63
193807,RI,RHODE ISLAND,PERTUSSIS,37,5.33
193807,SC,SOUTH CAROLINA,PERTUSSIS,68,3.71
193807,SD,SOUTH DAKOTA,PERTUSSIS,26,4.01
193807,TN,TENNESSEE,PERTUSSIS,18,0.64
193807,TX,TEXAS,PERTUSSIS,214,3.4
193807,UT,UTAH,PERTUSSIS,30,5.61
193807,VA,VIRGINIA,PERTUSSIS,99,3.75
193807,VT,VERMONT,PERTUSSIS,25,7.02
193807,WA,WASHINGTON,PERTUSSIS,141,8.3
193807,WI,WISCONSIN,PERTUSSIS,102,3.29
193807,WV,WEST VIRGINIA,PERTUSSIS,59,3.23
193807,WY,WYOMING,PERTUSSIS,17,6.91
193808,AL,ALABAMA,PERTUSSIS,32,1.15
193808,AR,ARKANSAS,PERTUSSIS,26,1.35
193808,AZ,ARIZONA,PERTUSSIS,43,9.23
193808,CA,CALIFORNIA,PERTUSSIS,363,5.45
193808,CO,COLORADO,PERTUSSIS,15,1.35
193808,CT,CONNECTICUT,PERTUSSIS,49,2.91
193808,DC,DISTRICT OF COLUMBIA,PERTUSSIS,4,0.63
193808,DE,DELAWARE,PERTUSSIS,5,1.95
193808,FL,FLORIDA,PERTUSSIS,14,0.79
193808,GA,GEORGIA,PERTUSSIS,43,1.39
193808,IA,IOWA,PERTUSSIS,24,0.96
193808,ID,IDAHO,PERTUSSIS,12,2.34
193808,IL,ILLINOIS,PERTUSSIS,85,1.08
193808,IN,INDIANA,PERTUSSIS,25,0.74
193808,KS,KANSAS,PERTUSSIS,93,5.05
193808,KY,KENTUCKY,PERTUSSIS,67,2.39
193808,LA,LOUISIANA,PERTUSSIS,12,0.53
193808,MA,MASSACHUSETTS,PERTUSSIS,84,1.92
193808,MD,MARYLAND,PERTUSSIS,48,2.72
193808,ME,MAINE,PERTUSSIS,27,3.2
193808,MI,MICHIGAN,PERTUSSIS,197,3.9
193808,MN,MINNESOTA,PERTUSSIS,27,0.98
193808,MO,MISSOURI,PERTUSSIS,125,3.31
193808,MT,MONTANA,PERTUSSIS,24,4.35
193808,NC,NORTH CAROLINA,PERTUSSIS,383,11.13
193808,ND,NORTH DAKOTA,PERTUSSIS,0,0
193808,NE,NEBRASKA,PERTUSSIS,14,1.06
193808,NH,NEW HAMPSHIRE,PERTUSSIS,4,0.82
193808,NJ,NEW JERSEY,PERTUSSIS,166,4.05
193808,NM,NEW MEXICO,PERTUSSIS,31,6.04
193808,NY,NEW YORK,PERTUSSIS,410,3.03
193808,OH,OHIO,PERTUSSIS,169,2.47
193808,OK,OKLAHOMA,PERTUSSIS,41,1.76
193808,OR,OREGON,PERTUSSIS,26,2.44
193808,PA,PENNSYLVANIA,PERTUSSIS,295,2.96
193808,RI,RHODE ISLAND,PERTUSSIS,39,5.62
193808,SC,SOUTH CAROLINA,PERTUSSIS,68,3.71
193808,SD,SOUTH DAKOTA,PERTUSSIS,70,10.79
193808,TN,TENNESSEE,PERTUSSIS,86,3.05
193808,TX,TEXAS,PERTUSSIS,177,2.81
193808,UT,UTAH,PERTUSSIS,23,4.3
193808,VA,VIRGINIA,PERTUSSIS,89,3.37
193808,VT,VERMONT,PERTUSSIS,46,12.92
193808,WA,WASHINGTON,PERTUSSIS,138,8.13
193808,WI,WISCONSIN,PERTUSSIS,136,4.39
193808,WV,WEST VIRGINIA,PERTUSSIS,88,4.81
193808,WY,WYOMING,PERTUSSIS,4,1.63
193809,AL,ALABAMA,PERTUSSIS,24,0.86
193809,AR,ARKANSAS,PERTUSSIS,52,2.7
193809,AZ,ARIZONA,PERTUSSIS,40,8.58
193809,CA,CALIFORNIA,PERTUSSIS,403,6.05
193809,CO,COLORADO,PERTUSSIS,8,0.72
193809,CT,CONNECTICUT,PERTUSSIS,46,2.73
193809,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
193809,DE,DELAWARE,PERTUSSIS,6,2.33
193809,GA,GEORGIA,PERTUSSIS,11,0.36
193809,IA,IOWA,PERTUSSIS,35,1.4
193809,ID,IDAHO,PERTUSSIS,9,1.75
193809,IL,ILLINOIS,PERTUSSIS,121,1.54
193809,IN,INDIANA,PERTUSSIS,22,0.65
193809,KS,KANSAS,PERTUSSIS,155,8.41
193809,KY,KENTUCKY,PERTUSSIS,134,4.79
193809,LA,LOUISIANA,PERTUSSIS,12,0.53
193809,MA,MASSACHUSETTS,PERTUSSIS,117,2.68
193809,MD,MARYLAND,PERTUSSIS,86,4.87
193809,ME,MAINE,PERTUSSIS,89,10.56
193809,MI,MICHIGAN,PERTUSSIS,177,3.5
193809,MN,MINNESOTA,PERTUSSIS,30,1.09
193809,MO,MISSOURI,PERTUSSIS,39,1.03
193809,MT,MONTANA,PERTUSSIS,28,5.07
193809,NC,NORTH CAROLINA,PERTUSSIS,417,12.12
193809,ND,NORTH DAKOTA,PERTUSSIS,24,3.71
193809,NE,NEBRASKA,PERTUSSIS,19,1.43
193809,NH,NEW HAMPSHIRE,PERTUSSIS,16,3.3
193809,NJ,NEW JERSEY,PERTUSSIS,177,4.32
193809,NM,NEW MEXICO,PERTUSSIS,36,7.02
193809,NY,NEW YORK,PERTUSSIS,472,3.49
193809,OH,OHIO,PERTUSSIS,116,1.7
193809,OK,OKLAHOMA,PERTUSSIS,41,1.76
193809,OR,OREGON,PERTUSSIS,7,0.66
193809,PA,PENNSYLVANIA,PERTUSSIS,285,2.86
193809,RI,RHODE ISLAND,PERTUSSIS,29,4.18
193809,SC,SOUTH CAROLINA,PERTUSSIS,96,5.23
193809,SD,SOUTH DAKOTA,PERTUSSIS,17,2.62
193809,TN,TENNESSEE,PERTUSSIS,64,2.27
193809,TX,TEXAS,PERTUSSIS,304,4.82
193809,UT,UTAH,PERTUSSIS,28,5.23
193809,VA,VIRGINIA,PERTUSSIS,76,2.88
193809,VT,VERMONT,PERTUSSIS,42,11.8
193809,WA,WASHINGTON,PERTUSSIS,124,7.3
193809,WI,WISCONSIN,PERTUSSIS,141,4.55
193809,WV,WEST VIRGINIA,PERTUSSIS,70,3.83
193809,WY,WYOMING,PERTUSSIS,19,7.72
193810,AL,ALABAMA,PERTUSSIS,32,1.15
193810,AR,ARKANSAS,PERTUSSIS,34,1.76
193810,AZ,ARIZONA,PERTUSSIS,42,9.01
193810,CA,CALIFORNIA,PERTUSSIS,529,7.95
193810,CO,COLORADO,PERTUSSIS,9,0.81
193810,CT,CONNECTICUT,PERTUSSIS,76,4.51
193810,DC,DISTRICT OF COLUMBIA,PERTUSSIS,5,0.78
193810,DE,DELAWARE,PERTUSSIS,1,0.39
193810,FL,FLORIDA,PERTUSSIS,10,0.56
193810,GA,GEORGIA,PERTUSSIS,56,1.81
193810,IA,IOWA,PERTUSSIS,25,1
193810,ID,IDAHO,PERTUSSIS,13,2.53
193810,IL,ILLINOIS,PERTUSSIS,122,1.55
193810,IN,INDIANA,PERTUSSIS,23,0.68
193810,KS,KANSAS,PERTUSSIS,116,6.3
193810,KY,KENTUCKY,PERTUSSIS,50,1.79
193810,LA,LOUISIANA,PERTUSSIS,18,0.79
193810,MA,MASSACHUSETTS,PERTUSSIS,120,2.75
193810,MD,MARYLAND,PERTUSSIS,45,2.55
193810,ME,MAINE,PERTUSSIS,54,6.41
193810,MI,MICHIGAN,PERTUSSIS,254,5.02
193810,MN,MINNESOTA,PERTUSSIS,18,0.65
193810,MO,MISSOURI,PERTUSSIS,60,1.59
193810,MT,MONTANA,PERTUSSIS,16,2.9
193810,NC,NORTH CAROLINA,PERTUSSIS,412,11.98
193810,ND,NORTH DAKOTA,PERTUSSIS,20,3.09
193810,NE,NEBRASKA,PERTUSSIS,9,0.68
193810,NH,NEW HAMPSHIRE,PERTUSSIS,7,1.44
193810,NJ,NEW JERSEY,PERTUSSIS,219,5.34
193810,NM,NEW MEXICO,PERTUSSIS,81,15.79
193810,NY,NEW YORK,PERTUSSIS,451,3.34
193810,OH,OHIO,PERTUSSIS,188,2.75
193810,OK,OKLAHOMA,PERTUSSIS,43,1.85
193810,OR,OREGON,PERTUSSIS,16,1.5
193810,PA,PENNSYLVANIA,PERTUSSIS,309,3.1
193810,RI,RHODE ISLAND,PERTUSSIS,29,4.18
193810,SC,SOUTH CAROLINA,PERTUSSIS,56,3.05
193810,SD,SOUTH DAKOTA,PERTUSSIS,34,5.24
193810,TN,TENNESSEE,PERTUSSIS,28,0.99
193810,TX,TEXAS,PERTUSSIS,355,5.63
193810,UT,UTAH,PERTUSSIS,30,5.61
193810,VA,VIRGINIA,PERTUSSIS,122,4.62
193810,VT,VERMONT,PERTUSSIS,19,5.34
193810,WA,WASHINGTON,PERTUSSIS,179,10.54
193810,WI,WISCONSIN,PERTUSSIS,108,3.49
193810,WV,WEST VIRGINIA,PERTUSSIS,54,2.95
193810,WY,WYOMING,PERTUSSIS,45,18.29
193811,AL,ALABAMA,PERTUSSIS,31,1.11
193811,AR,ARKANSAS,PERTUSSIS,23,1.19
193811,AZ,ARIZONA,PERTUSSIS,20,4.29
193811,CA,CALIFORNIA,PERTUSSIS,523,7.86
193811,CO,COLORADO,PERTUSSIS,13,1.17
193811,CT,CONNECTICUT,PERTUSSIS,61,3.62
193811,DC,DISTRICT OF COLUMBIA,PERTUSSIS,11,1.72
193811,DE,DELAWARE,PERTUSSIS,10,3.89
193811,FL,FLORIDA,PERTUSSIS,7,0.4
193811,GA,GEORGIA,PERTUSSIS,104,3.36
193811,IA,IOWA,PERTUSSIS,23,0.92
