week,state,state_name,disease,cases,incidence_per_capita
196802,IL,ILLINOIS,MUMPS,68,0.62
196802,IN,INDIANA,MUMPS,149,2.93
196802,KS,KANSAS,MUMPS,37,1.67
196802,KY,KENTUCKY,MUMPS,160,5.01
196802,MA,MASSACHUSETTS,MUMPS,271,4.82
196802,MD,MARYLAND,MUMPS,51,1.34
196802,ME,MAINE,MUMPS,37,3.72
196802,MI,MICHIGAN,MUMPS,693,7.97
196802,MN,MINNESOTA,MUMPS,5,0.14
196802,MO,MISSOURI,MUMPS,4,0.09
196802,MS,MISSISSIPPI,MUMPS,27,1.22
196802,MT,MONTANA,MUMPS,15,2.14
196802,ND,NORTH DAKOTA,MUMPS,23,3.7
196802,NE,NEBRASKA,MUMPS,39,2.66
196802,NH,NEW HAMPSHIRE,MUMPS,10,1.41
196802,NJ,NEW JERSEY,MUMPS,145,2.07
196802,NM,NEW MEXICO,MUMPS,16,1.61
196802,OH,OHIO,MUMPS,56,0.53
196802,OK,OKLAHOMA,MUMPS,4,0.16
196802,OR,OREGON,MUMPS,33,1.65
196802,RI,RHODE ISLAND,MUMPS,50,5.42
196802,SC,SOUTH CAROLINA,MUMPS,4,0.16
196802,TN,TENNESSEE,MUMPS,120,3.09
196802,TX,TEXAS,MUMPS,248,2.29
196802,UT,UTAH,MUMPS,12,1.17
196802,VA,VIRGINIA,MUMPS,27,0.59
196802,VT,VERMONT,MUMPS,29,6.74
196802,WA,WASHINGTON,MUMPS,259,7.92
196802,WI,WISCONSIN,MUMPS,645,14.84
196802,WV,WEST VIRGINIA,MUMPS,351,19.91
196802,WY,WYOMING,MUMPS,27,8.33
196803,AK,ALASKA,MUMPS,9,3.16
196803,AL,ALABAMA,MUMPS,14,0.41
196803,AZ,ARIZONA,MUMPS,40,2.38
196803,CA,CALIFORNIA,MUMPS,486,2.51
196803,CT,CONNECTICUT,MUMPS,124,4.18
196803,DE,DELAWARE,MUMPS,9,1.69
196803,FL,FLORIDA,MUMPS,80,1.24
196803,HI,HAWAII,MUMPS,11,1.5
196803,IA,IOWA,MUMPS,617,22.01
196803,IL,ILLINOIS,MUMPS,237,2.16
196803,IN,INDIANA,MUMPS,125,2.45
196803,KS,KANSAS,MUMPS,20,0.9
196803,KY,KENTUCKY,MUMPS,99,3.1
196803,LA,LOUISIANA,MUMPS,2,0.06
196803,MA,MASSACHUSETTS,MUMPS,293,5.22
196803,MD,MARYLAND,MUMPS,39,1.02
196803,ME,MAINE,MUMPS,20,2.01
196803,MI,MICHIGAN,MUMPS,610,7.01
196803,MN,MINNESOTA,MUMPS,26,0.7
196803,MO,MISSOURI,MUMPS,17,0.37
196803,MS,MISSISSIPPI,MUMPS,12,0.54
196803,MT,MONTANA,MUMPS,20,2.86
196803,ND,NORTH DAKOTA,MUMPS,83,13.37
196803,NE,NEBRASKA,MUMPS,10,0.68
196803,NH,NEW HAMPSHIRE,MUMPS,7,0.99
196803,NJ,NEW JERSEY,MUMPS,205,2.93
196803,NM,NEW MEXICO,MUMPS,49,4.93
196803,OH,OHIO,MUMPS,293,2.79
196803,OK,OKLAHOMA,MUMPS,3,0.12
196803,OR,OREGON,MUMPS,19,0.95
196803,RI,RHODE ISLAND,MUMPS,55,5.97
196803,SC,SOUTH CAROLINA,MUMPS,3,0.12
196803,TN,TENNESSEE,MUMPS,147,3.79
196803,TX,TEXAS,MUMPS,181,1.67
196803,UT,UTAH,MUMPS,2,0.19
196803,VA,VIRGINIA,MUMPS,101,2.22
196803,VT,VERMONT,MUMPS,57,13.26
196803,WA,WASHINGTON,MUMPS,258,7.89
196803,WI,WISCONSIN,MUMPS,786,18.09
196803,WV,WEST VIRGINIA,MUMPS,160,9.08
196803,WY,WYOMING,MUMPS,16,4.94
196804,AK,ALASKA,MUMPS,30,10.53
196804,AL,ALABAMA,MUMPS,29,0.84
196804,AZ,ARIZONA,MUMPS,27,1.61
196804,CA,CALIFORNIA,MUMPS,631,3.25
196804,CT,CONNECTICUT,MUMPS,93,3.14
196804,DC,DISTRICT OF COLUMBIA,MUMPS,9,1.16
196804,DE,DELAWARE,MUMPS,11,2.06
196804,FL,FLORIDA,MUMPS,46,0.72
196804,GA,GEORGIA,MUMPS,90,2.01
196804,HI,HAWAII,MUMPS,20,2.72
196804,IA,IOWA,MUMPS,297,10.6
196804,ID,IDAHO,MUMPS,14,2.01
196804,IL,ILLINOIS,MUMPS,176,1.6
196804,IN,INDIANA,MUMPS,85,1.67
196804,KY,KENTUCKY,MUMPS,38,1.19
196804,LA,LOUISIANA,MUMPS,1,0.03
196804,MA,MASSACHUSETTS,MUMPS,265,4.72
196804,MD,MARYLAND,MUMPS,21,0.55
196804,ME,MAINE,MUMPS,22,2.21
196804,MI,MICHIGAN,MUMPS,375,4.31
196804,MN,MINNESOTA,MUMPS,2,0.05
196804,MO,MISSOURI,MUMPS,1,0.02
196804,MS,MISSISSIPPI,MUMPS,40,1.8
196804,MT,MONTANA,MUMPS,18,2.57
196804,ND,NORTH DAKOTA,MUMPS,29,4.67
196804,NE,NEBRASKA,MUMPS,6,0.41
196804,NH,NEW HAMPSHIRE,MUMPS,4,0.56
196804,NJ,NEW JERSEY,MUMPS,222,3.17
196804,NM,NEW MEXICO,MUMPS,22,2.21
196804,OH,OHIO,MUMPS,75,0.71
196804,OK,OKLAHOMA,MUMPS,4,0.16
196804,OR,OREGON,MUMPS,40,2
196804,RI,RHODE ISLAND,MUMPS,53,5.75
196804,SC,SOUTH CAROLINA,MUMPS,1,0.04
196804,TN,TENNESSEE,MUMPS,186,4.8
196804,TX,TEXAS,MUMPS,285,2.63
196804,UT,UTAH,MUMPS,4,0.39
196804,VA,VIRGINIA,MUMPS,29,0.64
196804,VT,VERMONT,MUMPS,28,6.51
196804,WA,WASHINGTON,MUMPS,255,7.8
196804,WI,WISCONSIN,MUMPS,576,13.26
196804,WV,WEST VIRGINIA,MUMPS,116,6.58
196804,WY,WYOMING,MUMPS,19,5.86
196805,AK,ALASKA,MUMPS,6,2.11
196805,AL,ALABAMA,MUMPS,69,2
196805,AZ,ARIZONA,MUMPS,39,2.32
196805,CA,CALIFORNIA,MUMPS,523,2.7
196805,CO,COLORADO,MUMPS,117,5.52
196805,CT,CONNECTICUT,MUMPS,145,4.89
196805,DC,DISTRICT OF COLUMBIA,MUMPS,3,0.39
196805,DE,DELAWARE,MUMPS,6,1.12
196805,FL,FLORIDA,MUMPS,81,1.26
196805,HI,HAWAII,MUMPS,24,3.27
196805,IA,IOWA,MUMPS,440,15.7
196805,IL,ILLINOIS,MUMPS,146,1.33
196805,IN,INDIANA,MUMPS,207,4.06
196805,KS,KANSAS,MUMPS,30,1.35
196805,KY,KENTUCKY,MUMPS,117,3.66
196805,LA,LOUISIANA,MUMPS,8,0.22
196805,MA,MASSACHUSETTS,MUMPS,490,8.72
196805,MD,MARYLAND,MUMPS,31,0.81
196805,ME,MAINE,MUMPS,61,6.14
196805,MI,MICHIGAN,MUMPS,496,5.7
196805,MN,MINNESOTA,MUMPS,11,0.3
196805,MO,MISSOURI,MUMPS,16,0.35
196805,MT,MONTANA,MUMPS,43,6.14
196805,ND,NORTH DAKOTA,MUMPS,43,6.92
196805,NE,NEBRASKA,MUMPS,13,0.89
196805,NH,NEW HAMPSHIRE,MUMPS,10,1.41
196805,NM,NEW MEXICO,MUMPS,31,3.12
196805,NV,NEVADA,MUMPS,31,6.68
196805,OH,OHIO,MUMPS,115,1.09
196805,OR,OREGON,MUMPS,19,0.95
196805,RI,RHODE ISLAND,MUMPS,57,6.18
196805,SC,SOUTH CAROLINA,MUMPS,3,0.12
196805,TN,TENNESSEE,MUMPS,158,4.07
196805,TX,TEXAS,MUMPS,311,2.87
196805,UT,UTAH,MUMPS,7,0.68
196805,VA,VIRGINIA,MUMPS,29,0.64
196805,VT,VERMONT,MUMPS,83,19.3
196805,WA,WASHINGTON,MUMPS,356,10.89
196805,WV,WEST VIRGINIA,MUMPS,156,8.85
196805,WY,WYOMING,MUMPS,150,46.3
196806,AK,ALASKA,MUMPS,18,6.32
196806,AL,ALABAMA,MUMPS,9,0.26
196806,AZ,ARIZONA,MUMPS,53,3.15
196806,CA,CALIFORNIA,MUMPS,473,2.44
196806,CO,COLORADO,MUMPS,362,17.08
196806,CT,CONNECTICUT,MUMPS,68,2.29
196806,DC,DISTRICT OF COLUMBIA,MUMPS,8,1.03
196806,DE,DELAWARE,MUMPS,7,1.31
196806,FL,FLORIDA,MUMPS,18,0.28
196806,HI,HAWAII,MUMPS,74,10.08
196806,IA,IOWA,MUMPS,589,21.01
196806,ID,IDAHO,MUMPS,17,2.45
196806,IL,ILLINOIS,MUMPS,171,1.56
196806,IN,INDIANA,MUMPS,94,1.85
196806,KS,KANSAS,MUMPS,43,1.94
196806,KY,KENTUCKY,MUMPS,79,2.47
196806,LA,LOUISIANA,MUMPS,1,0.03
196806,MA,MASSACHUSETTS,MUMPS,371,6.6
196806,MD,MARYLAND,MUMPS,42,1.1
196806,ME,MAINE,MUMPS,45,4.53
196806,MI,MICHIGAN,MUMPS,689,7.92
196806,MN,MINNESOTA,MUMPS,16,0.43
196806,MO,MISSOURI,MUMPS,71,1.55
196806,MS,MISSISSIPPI,MUMPS,12,0.54
196806,MT,MONTANA,MUMPS,16,2.29
196806,ND,NORTH DAKOTA,MUMPS,51,8.21
196806,NE,NEBRASKA,MUMPS,21,1.43
196806,NH,NEW HAMPSHIRE,MUMPS,8,1.13
196806,NJ,NEW JERSEY,MUMPS,170,2.43
196806,NM,NEW MEXICO,MUMPS,21,2.11
196806,NV,NEVADA,MUMPS,8,1.72
196806,OH,OHIO,MUMPS,63,0.6
196806,OR,OREGON,MUMPS,11,0.55
196806,SC,SOUTH CAROLINA,MUMPS,3,0.12
196806,TN,TENNESSEE,MUMPS,136,3.51
196806,TX,TEXAS,MUMPS,421,3.89
196806,UT,UTAH,MUMPS,14,1.36
196806,VA,VIRGINIA,MUMPS,38,0.83
196806,VT,VERMONT,MUMPS,65,15.12
196806,WA,WASHINGTON,MUMPS,203,6.21
196806,WI,WISCONSIN,MUMPS,603,13.88
196806,WV,WEST VIRGINIA,MUMPS,140,7.94
196806,WY,WYOMING,MUMPS,30,9.26
196807,AK,ALASKA,MUMPS,27,9.47
196807,AL,ALABAMA,MUMPS,24,0.7
196807,AR,ARKANSAS,MUMPS,2,0.11
196807,AZ,ARIZONA,MUMPS,47,2.79
196807,CA,CALIFORNIA,MUMPS,483,2.49
196807,CO,COLORADO,MUMPS,41,1.93
196807,CT,CONNECTICUT,MUMPS,209,7.05
196807,DC,DISTRICT OF COLUMBIA,MUMPS,13,1.67
196807,DE,DELAWARE,MUMPS,18,3.37
196807,FL,FLORIDA,MUMPS,76,1.18
196807,HI,HAWAII,MUMPS,10,1.36
196807,IA,IOWA,MUMPS,491,17.52
196807,ID,IDAHO,MUMPS,8,1.15
196807,IL,ILLINOIS,MUMPS,241,2.19
196807,IN,INDIANA,MUMPS,51,1
196807,KS,KANSAS,MUMPS,40,1.81
196807,LA,LOUISIANA,MUMPS,4,0.11
196807,MA,MASSACHUSETTS,MUMPS,418,7.44
196807,MD,MARYLAND,MUMPS,22,0.58
196807,ME,MAINE,MUMPS,38,3.82
196807,MI,MICHIGAN,MUMPS,424,4.88
196807,MN,MINNESOTA,MUMPS,33,0.89
196807,MO,MISSOURI,MUMPS,4,0.09
196807,MS,MISSISSIPPI,MUMPS,18,0.81
196807,MT,MONTANA,MUMPS,44,6.29
196807,ND,NORTH DAKOTA,MUMPS,29,4.67
196807,NE,NEBRASKA,MUMPS,17,1.16
196807,NH,NEW HAMPSHIRE,MUMPS,19,2.68
196807,NJ,NEW JERSEY,MUMPS,126,1.8
196807,NM,NEW MEXICO,MUMPS,17,1.71
196807,OH,OHIO,MUMPS,33,0.31
196807,OK,OKLAHOMA,MUMPS,1,0.04
196807,OR,OREGON,MUMPS,25,1.25
196807,RI,RHODE ISLAND,MUMPS,132,14.32
196807,SC,SOUTH CAROLINA,MUMPS,7,0.27
196807,TN,TENNESSEE,MUMPS,120,3.09
196807,TX,TEXAS,MUMPS,353,3.26
196807,UT,UTAH,MUMPS,4,0.39
196807,VA,VIRGINIA,MUMPS,60,1.32
196807,VT,VERMONT,MUMPS,67,15.58
196807,WA,WASHINGTON,MUMPS,319,9.76
196807,WI,WISCONSIN,MUMPS,553,12.73
196807,WV,WEST VIRGINIA,MUMPS,97,5.5
196807,WY,WYOMING,MUMPS,2,0.62
196808,AK,ALASKA,MUMPS,25,8.77
196808,AL,ALABAMA,MUMPS,47,1.36
196808,AZ,ARIZONA,MUMPS,64,3.8
196808,CA,CALIFORNIA,MUMPS,399,2.06
196808,CO,COLORADO,MUMPS,169,7.97
196808,CT,CONNECTICUT,MUMPS,92,3.1
196808,DC,DISTRICT OF COLUMBIA,MUMPS,9,1.16
196808,DE,DELAWARE,MUMPS,7,1.31
196808,FL,FLORIDA,MUMPS,80,1.24
196808,GA,GEORGIA,MUMPS,1,0.02
196808,HI,HAWAII,MUMPS,13,1.77
196808,IA,IOWA,MUMPS,463,16.52
196808,ID,IDAHO,MUMPS,26,3.74
196808,IL,ILLINOIS,MUMPS,439,3.99
196808,IN,INDIANA,MUMPS,204,4.01
196808,KY,KENTUCKY,MUMPS,98,3.07
196808,MA,MASSACHUSETTS,MUMPS,382,6.8
196808,MD,MARYLAND,MUMPS,58,1.52
196808,ME,MAINE,MUMPS,38,3.82
196808,MI,MICHIGAN,MUMPS,673,7.74
196808,MN,MINNESOTA,MUMPS,16,0.43
196808,MO,MISSOURI,MUMPS,6,0.13
196808,MS,MISSISSIPPI,MUMPS,4,0.18
196808,MT,MONTANA,MUMPS,17,2.43
196808,ND,NORTH DAKOTA,MUMPS,33,5.31
196808,NE,NEBRASKA,MUMPS,10,0.68
196808,NH,NEW HAMPSHIRE,MUMPS,11,1.55
196808,NJ,NEW JERSEY,MUMPS,123,1.76
196808,NM,NEW MEXICO,MUMPS,34,3.42
196808,OH,OHIO,MUMPS,121,1.15
196808,OK,OKLAHOMA,MUMPS,8,0.32
196808,OR,OREGON,MUMPS,48,2.4
196808,RI,RHODE ISLAND,MUMPS,40,4.34
196808,SC,SOUTH CAROLINA,MUMPS,1,0.04
196808,TN,TENNESSEE,MUMPS,148,3.82
196808,TX,TEXAS,MUMPS,332,3.07
196808,UT,UTAH,MUMPS,1,0.1
196808,VA,VIRGINIA,MUMPS,19,0.42
196808,VT,VERMONT,MUMPS,34,7.91
196808,WA,WASHINGTON,MUMPS,335,10.24
196808,WI,WISCONSIN,MUMPS,363,8.35
196808,WV,WEST VIRGINIA,MUMPS,80,4.54
196808,WY,WYOMING,MUMPS,4,1.23
196809,AK,ALASKA,MUMPS,8,2.81
196809,AL,ALABAMA,MUMPS,30,0.87
196809,AR,ARKANSAS,MUMPS,1,0.05
196809,AZ,ARIZONA,MUMPS,59,3.51
196809,CA,CALIFORNIA,MUMPS,449,2.32
196809,CO,COLORADO,MUMPS,111,5.24
196809,CT,CONNECTICUT,MUMPS,79,2.67
196809,DC,DISTRICT OF COLUMBIA,MUMPS,9,1.16
196809,DE,DELAWARE,MUMPS,12,2.25
196809,FL,FLORIDA,MUMPS,60,0.93
196809,IA,IOWA,MUMPS,399,14.23
196809,ID,IDAHO,MUMPS,36,5.18
196809,IL,ILLINOIS,MUMPS,213,1.94
196809,IN,INDIANA,MUMPS,185,3.63
196809,KS,KANSAS,MUMPS,77,3.47
196809,KY,KENTUCKY,MUMPS,549,17.18
196809,LA,LOUISIANA,MUMPS,1,0.03
196809,MD,MARYLAND,MUMPS,23,0.6
196809,ME,MAINE,MUMPS,38,3.82
196809,MI,MICHIGAN,MUMPS,772,8.88
196809,MN,MINNESOTA,MUMPS,66,1.78
196809,MO,MISSOURI,MUMPS,23,0.5
196809,MS,MISSISSIPPI,MUMPS,3,0.14
196809,MT,MONTANA,MUMPS,6,0.86
196809,ND,NORTH DAKOTA,MUMPS,32,5.15
196809,NE,NEBRASKA,MUMPS,15,1.02
196809,NH,NEW HAMPSHIRE,MUMPS,9,1.27
196809,NJ,NEW JERSEY,MUMPS,110,1.57
196809,NM,NEW MEXICO,MUMPS,60,6.04
196809,OH,OHIO,MUMPS,71,0.68
196809,OK,OKLAHOMA,MUMPS,1,0.04
196809,OR,OREGON,MUMPS,19,0.95
196809,RI,RHODE ISLAND,MUMPS,21,2.28
196809,SC,SOUTH CAROLINA,MUMPS,7,0.27
196809,TN,TENNESSEE,MUMPS,178,4.59
196809,TX,TEXAS,MUMPS,443,4.09
196809,UT,UTAH,MUMPS,29,2.82
196809,VA,VIRGINIA,MUMPS,31,0.68
196809,VT,VERMONT,MUMPS,23,5.35
196809,WI,WISCONSIN,MUMPS,558,12.84
196809,WV,WEST VIRGINIA,MUMPS,89,5.05
196809,WY,WYOMING,MUMPS,33,10.19
196810,AK,ALASKA,MUMPS,16,5.61
196810,AL,ALABAMA,MUMPS,16,0.46
196810,CA,CALIFORNIA,MUMPS,761,3.92
196810,CO,COLORADO,MUMPS,136,6.42
196810,CT,CONNECTICUT,MUMPS,120,4.05
196810,DC,DISTRICT OF COLUMBIA,MUMPS,20,2.57
196810,FL,FLORIDA,MUMPS,55,0.85
196810,HI,HAWAII,MUMPS,45,6.13
196810,IA,IOWA,MUMPS,605,21.58
196810,ID,IDAHO,MUMPS,18,2.59
196810,IL,ILLINOIS,MUMPS,141,1.28
196810,IN,INDIANA,MUMPS,133,2.61
196810,KS,KANSAS,MUMPS,35,1.58
196810,LA,LOUISIANA,MUMPS,2,0.06
196810,MA,MASSACHUSETTS,MUMPS,287,5.11
196810,ME,MAINE,MUMPS,48,4.83
196810,MI,MICHIGAN,MUMPS,553,6.36
196810,MN,MINNESOTA,MUMPS,19,0.51
196810,MO,MISSOURI,MUMPS,103,2.25
196810,MS,MISSISSIPPI,MUMPS,13,0.59
196810,MT,MONTANA,MUMPS,39,5.57
196810,ND,NORTH DAKOTA,MUMPS,60,9.66
196810,NE,NEBRASKA,MUMPS,31,2.11
196810,NH,NEW HAMPSHIRE,MUMPS,33,4.65
196810,NJ,NEW JERSEY,MUMPS,263,3.75
196810,NM,NEW MEXICO,MUMPS,13,1.31
196810,NV,NEVADA,MUMPS,10,2.16
196810,OH,OHIO,MUMPS,49,0.47
196810,OR,OREGON,MUMPS,36,1.8
196810,SC,SOUTH CAROLINA,MUMPS,3,0.12
196810,TN,TENNESSEE,MUMPS,1778,45.85
196810,TX,TEXAS,MUMPS,440,4.07
196810,UT,UTAH,MUMPS,3,0.29
196810,VA,VIRGINIA,MUMPS,130,2.85
196810,VT,VERMONT,MUMPS,51,11.86
196810,WA,WASHINGTON,MUMPS,199,6.09
196810,WI,WISCONSIN,MUMPS,572,13.16
196810,WV,WEST VIRGINIA,MUMPS,100,5.67
196810,WY,WYOMING,MUMPS,19,5.86
196811,AK,ALASKA,MUMPS,6,2.11
196811,AL,ALABAMA,MUMPS,22,0.64
196811,AZ,ARIZONA,MUMPS,119,7.07
196811,CA,CALIFORNIA,MUMPS,584,3.01
196811,CO,COLORADO,MUMPS,144,6.79
196811,CT,CONNECTICUT,MUMPS,95,3.21
196811,DC,DISTRICT OF COLUMBIA,MUMPS,5,0.64
196811,DE,DELAWARE,MUMPS,44,8.24
196811,FL,FLORIDA,MUMPS,47,0.73
196811,HI,HAWAII,MUMPS,56,7.63
196811,IA,IOWA,MUMPS,694,24.76
196811,ID,IDAHO,MUMPS,9,1.29
196811,IL,ILLINOIS,MUMPS,264,2.4
196811,IN,INDIANA,MUMPS,175,3.44
196811,KS,KANSAS,MUMPS,69,3.11
196811,KY,KENTUCKY,MUMPS,103,3.22
196811,LA,LOUISIANA,MUMPS,1,0.03
196811,MA,MASSACHUSETTS,MUMPS,369,6.57
196811,MD,MARYLAND,MUMPS,23,0.6
196811,ME,MAINE,MUMPS,48,4.83
196811,MI,MICHIGAN,MUMPS,547,6.29
196811,MN,MINNESOTA,MUMPS,45,1.22
196811,MO,MISSOURI,MUMPS,39,0.85
196811,MS,MISSISSIPPI,MUMPS,2,0.09
196811,MT,MONTANA,MUMPS,11,1.57
196811,ND,NORTH DAKOTA,MUMPS,65,10.47
196811,NE,NEBRASKA,MUMPS,18,1.23
196811,NH,NEW HAMPSHIRE,MUMPS,17,2.4
196811,NJ,NEW JERSEY,MUMPS,161,2.3
196811,NM,NEW MEXICO,MUMPS,23,2.31
196811,OH,OHIO,MUMPS,162,1.54
196811,OK,OKLAHOMA,MUMPS,6,0.24
196811,OR,OREGON,MUMPS,17,0.85
196811,RI,RHODE ISLAND,MUMPS,122,13.23
196811,SC,SOUTH CAROLINA,MUMPS,16,0.63
196811,TN,TENNESSEE,MUMPS,158,4.07
196811,TX,TEXAS,MUMPS,373,3.45
196811,UT,UTAH,MUMPS,6,0.58
196811,VA,VIRGINIA,MUMPS,30,0.66
196811,VT,VERMONT,MUMPS,26,6.05
196811,WA,WASHINGTON,MUMPS,193,5.9
196811,WI,WISCONSIN,MUMPS,550,12.66
196811,WV,WEST VIRGINIA,MUMPS,97,5.5
196811,WY,WYOMING,MUMPS,28,8.64
196812,AK,ALASKA,MUMPS,39,13.68
196812,AL,ALABAMA,MUMPS,9,0.26
196812,AZ,ARIZONA,MUMPS,51,3.03
196812,CA,CALIFORNIA,MUMPS,620,3.2
196812,CO,COLORADO,MUMPS,102,4.81
196812,CT,CONNECTICUT,MUMPS,230,7.76
196812,DE,DELAWARE,MUMPS,10,1.87
196812,FL,FLORIDA,MUMPS,124,1.93
196812,HI,HAWAII,MUMPS,18,2.45
196812,IA,IOWA,MUMPS,479,17.09
196812,ID,IDAHO,MUMPS,7,1.01
196812,IL,ILLINOIS,MUMPS,300,2.73
196812,IN,INDIANA,MUMPS,149,2.93
196812,KS,KANSAS,MUMPS,11,0.5
196812,KY,KENTUCKY,MUMPS,152,4.76
196812,MD,MARYLAND,MUMPS,52,1.36
196812,ME,MAINE,MUMPS,6,0.6
196812,MI,MICHIGAN,MUMPS,715,8.22
196812,MN,MINNESOTA,MUMPS,6,0.16
196812,MS,MISSISSIPPI,MUMPS,8,0.36
196812,MT,MONTANA,MUMPS,13,1.86
196812,ND,NORTH DAKOTA,MUMPS,35,5.64
196812,NE,NEBRASKA,MUMPS,21,1.43
196812,NH,NEW HAMPSHIRE,MUMPS,22,3.1
196812,NJ,NEW JERSEY,MUMPS,91,1.3
196812,NM,NEW MEXICO,MUMPS,17,1.71
196812,NV,NEVADA,MUMPS,7,1.51
196812,OH,OHIO,MUMPS,81,0.77
196812,OR,OREGON,MUMPS,38,1.9
196812,RI,RHODE ISLAND,MUMPS,28,3.04
196812,SC,SOUTH CAROLINA,MUMPS,2,0.08
196812,TN,TENNESSEE,MUMPS,117,3.02
196812,TX,TEXAS,MUMPS,530,4.9
196812,UT,UTAH,MUMPS,21,2.04
196812,VA,VIRGINIA,MUMPS,60,1.32
196812,VT,VERMONT,MUMPS,19,4.42
196812,WA,WASHINGTON,MUMPS,249,7.61
196812,WI,WISCONSIN,MUMPS,569,13.1
196812,WV,WEST VIRGINIA,MUMPS,148,8.39
196812,WY,WYOMING,MUMPS,8,2.47
196813,AK,ALASKA,MUMPS,33,11.58
196813,AL,ALABAMA,MUMPS,19,0.55
196813,AZ,ARIZONA,MUMPS,68,4.04
196813,CA,CALIFORNIA,MUMPS,493,2.54
196813,CO,COLORADO,MUMPS,114,5.38
196813,CT,CONNECTICUT,MUMPS,107,3.61
196813,DC,DISTRICT OF COLUMBIA,MUMPS,14,1.8
196813,DE,DELAWARE,MUMPS,13,2.43
196813,FL,FLORIDA,MUMPS,86,1.34
196813,HI,HAWAII,MUMPS,22,3
196813,IA,IOWA,MUMPS,450,16.05
196813,ID,IDAHO,MUMPS,20,2.88
196813,IL,ILLINOIS,MUMPS,194,1.76
196813,IN,INDIANA,MUMPS,180,3.53
196813,KS,KANSAS,MUMPS,111,5.01
196813,KY,KENTUCKY,MUMPS,19,0.59
196813,MA,MASSACHUSETTS,MUMPS,302,5.38
196813,MD,MARYLAND,MUMPS,34,0.89
196813,ME,MAINE,MUMPS,14,1.41
196813,MI,MICHIGAN,MUMPS,514,5.91
196813,MN,MINNESOTA,MUMPS,75,2.03
196813,MO,MISSOURI,MUMPS,9,0.2
196813,MS,MISSISSIPPI,MUMPS,53,2.39
196813,MT,MONTANA,MUMPS,5,0.71
196813,ND,NORTH DAKOTA,MUMPS,70,11.27
196813,NE,NEBRASKA,MUMPS,30,2.04
196813,NH,NEW HAMPSHIRE,MUMPS,8,1.13
196813,NJ,NEW JERSEY,MUMPS,125,1.78
196813,NM,NEW MEXICO,MUMPS,57,5.73
196813,NV,NEVADA,MUMPS,14,3.02
196813,OH,OHIO,MUMPS,36,0.34
196813,OK,OKLAHOMA,MUMPS,6,0.24
196813,OR,OREGON,MUMPS,39,1.95
196813,RI,RHODE ISLAND,MUMPS,56,6.07
196813,SC,SOUTH CAROLINA,MUMPS,9,0.35
196813,TN,TENNESSEE,MUMPS,198,5.11
196813,TX,TEXAS,MUMPS,516,4.77
196813,UT,UTAH,MUMPS,17,1.65
196813,VA,VIRGINIA,MUMPS,61,1.34
196813,WA,WASHINGTON,MUMPS,201,6.15
196813,WI,WISCONSIN,MUMPS,525,12.08
