week,state,state_name,disease,cases,incidence_per_capita
196603,WA,WASHINGTON,HEPATITIS A,9,0.29
196603,WI,WISCONSIN,HEPATITIS A,10,0.23
196603,WV,WEST VIRGINIA,HEPATITIS A,3,0.17
196603,WY,WYOMING,HEPATITIS A,1,0.31
196604,AK,ALASKA,HEPATITIS A,1,0.37
196604,AL,ALABAMA,HEPATITIS A,4,0.12
196604,AR,ARKANSAS,HEPATITIS A,9,0.47
196604,AZ,ARIZONA,HEPATITIS A,18,1.12
196604,CA,CALIFORNIA,HEPATITIS A,132,0.7
196604,CO,COLORADO,HEPATITIS A,5,0.25
196604,CT,CONNECTICUT,HEPATITIS A,4,0.14
196604,DE,DELAWARE,HEPATITIS A,1,0.19
196604,FL,FLORIDA,HEPATITIS A,11,0.18
196604,GA,GEORGIA,HEPATITIS A,2,0.05
196604,IA,IOWA,HEPATITIS A,2,0.07
196604,ID,IDAHO,HEPATITIS A,1,0.15
196604,IL,ILLINOIS,HEPATITIS A,33,0.3
196604,IN,INDIANA,HEPATITIS A,19,0.38
196604,KS,KANSAS,HEPATITIS A,3,0.14
196604,KY,KENTUCKY,HEPATITIS A,18,0.57
196604,LA,LOUISIANA,HEPATITIS A,5,0.14
196604,MA,MASSACHUSETTS,HEPATITIS A,18,0.33
196604,MD,MARYLAND,HEPATITIS A,8,0.22
196604,ME,MAINE,HEPATITIS A,7,0.7
196604,MI,MICHIGAN,HEPATITIS A,71,0.83
196604,MN,MINNESOTA,HEPATITIS A,11,0.3
196604,MO,MISSOURI,HEPATITIS A,6,0.13
196604,MS,MISSISSIPPI,HEPATITIS A,11,0.49
196604,NC,NORTH CAROLINA,HEPATITIS A,11,0.22
196604,ND,NORTH DAKOTA,HEPATITIS A,1,0.15
196604,NH,NEW HAMPSHIRE,HEPATITIS A,2,0.29
196604,NJ,NEW JERSEY,HEPATITIS A,18,0.26
196604,NM,NEW MEXICO,HEPATITIS A,21,2.09
196604,NY,NEW YORK,HEPATITIS A,71,0.4
196604,OH,OHIO,HEPATITIS A,29,0.28
196604,OR,OREGON,HEPATITIS A,21,1.07
196604,PA,PENNSYLVANIA,HEPATITIS A,66,0.57
196604,RI,RHODE ISLAND,HEPATITIS A,4,0.44
196604,SC,SOUTH CAROLINA,HEPATITIS A,3,0.12
196604,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15
196604,TN,TENNESSEE,HEPATITIS A,26,0.68
196604,TX,TEXAS,HEPATITIS A,41,0.39
196604,UT,UTAH,HEPATITIS A,19,1.88
196604,VA,VIRGINIA,HEPATITIS A,10,0.22
196604,WA,WASHINGTON,HEPATITIS A,6,0.2
196604,WI,WISCONSIN,HEPATITIS A,3,0.07
196604,WV,WEST VIRGINIA,HEPATITIS A,9,0.51
196604,WY,WYOMING,HEPATITIS A,2,0.62
196605,AK,ALASKA,HEPATITIS A,1,0.37
196605,AL,ALABAMA,HEPATITIS A,7,0.2
196605,AR,ARKANSAS,HEPATITIS A,9,0.47
196605,AZ,ARIZONA,HEPATITIS A,12,0.74
196605,CA,CALIFORNIA,HEPATITIS A,130,0.69
196605,CO,COLORADO,HEPATITIS A,7,0.35
196605,CT,CONNECTICUT,HEPATITIS A,1,0.03
196605,DE,DELAWARE,HEPATITIS A,2,0.39
196605,FL,FLORIDA,HEPATITIS A,18,0.29
196605,IA,IOWA,HEPATITIS A,21,0.76
196605,ID,IDAHO,HEPATITIS A,5,0.73
196605,IL,ILLINOIS,HEPATITIS A,30,0.28
196605,IN,INDIANA,HEPATITIS A,15,0.3
196605,KS,KANSAS,HEPATITIS A,9,0.41
196605,KY,KENTUCKY,HEPATITIS A,44,1.4
196605,LA,LOUISIANA,HEPATITIS A,9,0.25
196605,MA,MASSACHUSETTS,HEPATITIS A,13,0.23
196605,MD,MARYLAND,HEPATITIS A,7,0.19
196605,ME,MAINE,HEPATITIS A,4,0.4
196605,MI,MICHIGAN,HEPATITIS A,50,0.59
196605,MN,MINNESOTA,HEPATITIS A,13,0.36
196605,MO,MISSOURI,HEPATITIS A,5,0.11
196605,MS,MISSISSIPPI,HEPATITIS A,10,0.45
196605,MT,MONTANA,HEPATITIS A,1,0.14
196605,NC,NORTH CAROLINA,HEPATITIS A,9,0.18
196605,ND,NORTH DAKOTA,HEPATITIS A,2,0.31
196605,NJ,NEW JERSEY,HEPATITIS A,15,0.22
196605,NM,NEW MEXICO,HEPATITIS A,23,2.28
196605,NV,NEVADA,HEPATITIS A,2,0.45
196605,NY,NEW YORK,HEPATITIS A,44,0.25
196605,OH,OHIO,HEPATITIS A,45,0.44
196605,OK,OKLAHOMA,HEPATITIS A,1,0.04
196605,OR,OREGON,HEPATITIS A,24,1.22
196605,PA,PENNSYLVANIA,HEPATITIS A,30,0.26
196605,RI,RHODE ISLAND,HEPATITIS A,1,0.11
196605,SC,SOUTH CAROLINA,HEPATITIS A,2,0.08
196605,TN,TENNESSEE,HEPATITIS A,19,0.5
196605,TX,TEXAS,HEPATITIS A,39,0.37
196605,UT,UTAH,HEPATITIS A,1,0.1
196605,VA,VIRGINIA,HEPATITIS A,29,0.65
196605,VT,VERMONT,HEPATITIS A,1,0.24
196605,WA,WASHINGTON,HEPATITIS A,13,0.43
196605,WI,WISCONSIN,HEPATITIS A,5,0.12
196605,WV,WEST VIRGINIA,HEPATITIS A,4,0.23
196606,AK,ALASKA,HEPATITIS A,1,0.37
196606,AL,ALABAMA,HEPATITIS A,4,0.12
196606,AR,ARKANSAS,HEPATITIS A,8,0.42
196606,AZ,ARIZONA,HEPATITIS A,9,0.56
196606,CA,CALIFORNIA,HEPATITIS A,143,0.76
196606,CO,COLORADO,HEPATITIS A,15,0.75
196606,CT,CONNECTICUT,HEPATITIS A,1,0.03
196606,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13
196606,DE,DELAWARE,HEPATITIS A,1,0.19
196606,FL,FLORIDA,HEPATITIS A,12,0.2
196606,IA,IOWA,HEPATITIS A,4,0.14
196606,IL,ILLINOIS,HEPATITIS A,24,0.22
196606,IN,INDIANA,HEPATITIS A,14,0.28
196606,KS,KANSAS,HEPATITIS A,9,0.41
196606,KY,KENTUCKY,HEPATITIS A,26,0.83
196606,LA,LOUISIANA,HEPATITIS A,6,0.17
196606,MA,MASSACHUSETTS,HEPATITIS A,8,0.14
196606,MD,MARYLAND,HEPATITIS A,16,0.43
196606,ME,MAINE,HEPATITIS A,10,1
196606,MI,MICHIGAN,HEPATITIS A,46,0.54
196606,MN,MINNESOTA,HEPATITIS A,9,0.25
196606,MO,MISSOURI,HEPATITIS A,6,0.13
196606,MS,MISSISSIPPI,HEPATITIS A,9,0.4
196606,MT,MONTANA,HEPATITIS A,3,0.42
196606,NC,NORTH CAROLINA,HEPATITIS A,13,0.27
196606,ND,NORTH DAKOTA,HEPATITIS A,1,0.15
196606,NH,NEW HAMPSHIRE,HEPATITIS A,3,0.44
196606,NJ,NEW JERSEY,HEPATITIS A,14,0.2
196606,NM,NEW MEXICO,HEPATITIS A,13,1.29
196606,NY,NEW YORK,HEPATITIS A,46,0.26
196606,OH,OHIO,HEPATITIS A,30,0.29
196606,OK,OKLAHOMA,HEPATITIS A,4,0.16
196606,OR,OREGON,HEPATITIS A,29,1.47
196606,PA,PENNSYLVANIA,HEPATITIS A,44,0.38
196606,RI,RHODE ISLAND,HEPATITIS A,8,0.89
196606,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04
196606,TN,TENNESSEE,HEPATITIS A,27,0.71
196606,TX,TEXAS,HEPATITIS A,46,0.44
196606,UT,UTAH,HEPATITIS A,4,0.4
196606,VA,VIRGINIA,HEPATITIS A,9,0.2
196606,WA,WASHINGTON,HEPATITIS A,18,0.59
196606,WI,WISCONSIN,HEPATITIS A,7,0.16
196606,WV,WEST VIRGINIA,HEPATITIS A,6,0.34
196606,WY,WYOMING,HEPATITIS A,2,0.62
196607,AK,ALASKA,HEPATITIS A,3,1.11
196607,AR,ARKANSAS,HEPATITIS A,6,0.32
196607,AZ,ARIZONA,HEPATITIS A,8,0.5
196607,CA,CALIFORNIA,HEPATITIS A,149,0.79
196607,CO,COLORADO,HEPATITIS A,8,0.4
196607,CT,CONNECTICUT,HEPATITIS A,4,0.14
196607,DE,DELAWARE,HEPATITIS A,2,0.39
196607,FL,FLORIDA,HEPATITIS A,11,0.18
196607,GA,GEORGIA,HEPATITIS A,3,0.07
196607,HI,HAWAII,HEPATITIS A,2,0.28
196607,IA,IOWA,HEPATITIS A,4,0.14
196607,ID,IDAHO,HEPATITIS A,5,0.73
196607,IL,ILLINOIS,HEPATITIS A,18,0.17
196607,IN,INDIANA,HEPATITIS A,10,0.2
196607,KS,KANSAS,HEPATITIS A,3,0.14
196607,KY,KENTUCKY,HEPATITIS A,20,0.64
196607,LA,LOUISIANA,HEPATITIS A,9,0.25
196607,MA,MASSACHUSETTS,HEPATITIS A,6,0.11
196607,MD,MARYLAND,HEPATITIS A,20,0.54
196607,ME,MAINE,HEPATITIS A,6,0.6
196607,MI,MICHIGAN,HEPATITIS A,81,0.95
196607,MN,MINNESOTA,HEPATITIS A,4,0.11
196607,MO,MISSOURI,HEPATITIS A,29,0.64
196607,MS,MISSISSIPPI,HEPATITIS A,8,0.36
196607,NC,NORTH CAROLINA,HEPATITIS A,7,0.14
196607,NH,NEW HAMPSHIRE,HEPATITIS A,3,0.44
196607,NJ,NEW JERSEY,HEPATITIS A,12,0.18
196607,NM,NEW MEXICO,HEPATITIS A,20,1.99
196607,NY,NEW YORK,HEPATITIS A,57,0.32
196607,OH,OHIO,HEPATITIS A,27,0.26
196607,OR,OREGON,HEPATITIS A,9,0.46
196607,PA,PENNSYLVANIA,HEPATITIS A,36,0.31
196607,SC,SOUTH CAROLINA,HEPATITIS A,4,0.16
196607,SD,SOUTH DAKOTA,HEPATITIS A,2,0.29
196607,TN,TENNESSEE,HEPATITIS A,23,0.6
196607,TX,TEXAS,HEPATITIS A,36,0.34
196607,UT,UTAH,HEPATITIS A,7,0.69
196607,VA,VIRGINIA,HEPATITIS A,15,0.34
196607,VT,VERMONT,HEPATITIS A,2,0.48
196607,WA,WASHINGTON,HEPATITIS A,10,0.33
196607,WI,WISCONSIN,HEPATITIS A,11,0.26
196607,WV,WEST VIRGINIA,HEPATITIS A,15,0.85
196607,WY,WYOMING,HEPATITIS A,3,0.93
196608,AL,ALABAMA,HEPATITIS A,16,0.46
196608,AR,ARKANSAS,HEPATITIS A,7,0.37
196608,AZ,ARIZONA,HEPATITIS A,12,0.74
196608,CA,CALIFORNIA,HEPATITIS A,101,0.54
196608,CO,COLORADO,HEPATITIS A,11,0.55
196608,CT,CONNECTICUT,HEPATITIS A,9,0.31
196608,DE,DELAWARE,HEPATITIS A,1,0.19
196608,FL,FLORIDA,HEPATITIS A,19,0.31
196608,GA,GEORGIA,HEPATITIS A,5,0.11
196608,IA,IOWA,HEPATITIS A,6,0.22
196608,ID,IDAHO,HEPATITIS A,3,0.44
196608,IL,ILLINOIS,HEPATITIS A,17,0.16
196608,IN,INDIANA,HEPATITIS A,10,0.2
196608,KS,KANSAS,HEPATITIS A,4,0.18
196608,KY,KENTUCKY,HEPATITIS A,81,2.57
196608,LA,LOUISIANA,HEPATITIS A,6,0.17
196608,MA,MASSACHUSETTS,HEPATITIS A,6,0.11
196608,MD,MARYLAND,HEPATITIS A,9,0.24
196608,ME,MAINE,HEPATITIS A,8,0.8
196608,MI,MICHIGAN,HEPATITIS A,64,0.75
196608,MN,MINNESOTA,HEPATITIS A,15,0.41
196608,MO,MISSOURI,HEPATITIS A,66,1.46
196608,MS,MISSISSIPPI,HEPATITIS A,3,0.13
196608,NC,NORTH CAROLINA,HEPATITIS A,8,0.16
196608,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15
196608,NJ,NEW JERSEY,HEPATITIS A,6,0.09
196608,NM,NEW MEXICO,HEPATITIS A,15,1.49
196608,NY,NEW YORK,HEPATITIS A,39,0.22
196608,OH,OHIO,HEPATITIS A,43,0.42
196608,OK,OKLAHOMA,HEPATITIS A,1,0.04
196608,OR,OREGON,HEPATITIS A,14,0.71
196608,PA,PENNSYLVANIA,HEPATITIS A,54,0.46
196608,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15
196608,TN,TENNESSEE,HEPATITIS A,19,0.5
196608,TX,TEXAS,HEPATITIS A,36,0.34
196608,UT,UTAH,HEPATITIS A,5,0.5
196608,VA,VIRGINIA,HEPATITIS A,16,0.36
196608,WA,WASHINGTON,HEPATITIS A,11,0.36
196608,WI,WISCONSIN,HEPATITIS A,10,0.23
196608,WV,WEST VIRGINIA,HEPATITIS A,6,0.34
196609,AK,ALASKA,HEPATITIS A,2,0.74
196609,AL,ALABAMA,HEPATITIS A,3,0.09
196609,AR,ARKANSAS,HEPATITIS A,8,0.42
196609,AZ,ARIZONA,HEPATITIS A,6,0.37
196609,CA,CALIFORNIA,HEPATITIS A,101,0.54
196609,CO,COLORADO,HEPATITIS A,8,0.4
196609,CT,CONNECTICUT,HEPATITIS A,1,0.03
196609,FL,FLORIDA,HEPATITIS A,22,0.36
196609,GA,GEORGIA,HEPATITIS A,3,0.07
196609,IA,IOWA,HEPATITIS A,15,0.54
196609,ID,IDAHO,HEPATITIS A,1,0.15
196609,IL,ILLINOIS,HEPATITIS A,47,0.43
196609,IN,INDIANA,HEPATITIS A,7,0.14
196609,KS,KANSAS,HEPATITIS A,1,0.05
196609,KY,KENTUCKY,HEPATITIS A,47,1.49
196609,LA,LOUISIANA,HEPATITIS A,11,0.31
196609,MA,MASSACHUSETTS,HEPATITIS A,8,0.14
196609,MD,MARYLAND,HEPATITIS A,18,0.49
196609,ME,MAINE,HEPATITIS A,9,0.9
196609,MI,MICHIGAN,HEPATITIS A,115,1.35
196609,MN,MINNESOTA,HEPATITIS A,5,0.14
196609,MO,MISSOURI,HEPATITIS A,16,0.35
196609,MS,MISSISSIPPI,HEPATITIS A,6,0.27
196609,MT,MONTANA,HEPATITIS A,4,0.57
196609,NC,NORTH CAROLINA,HEPATITIS A,11,0.22
196609,NH,NEW HAMPSHIRE,HEPATITIS A,3,0.44
196609,NJ,NEW JERSEY,HEPATITIS A,19,0.28
196609,NM,NEW MEXICO,HEPATITIS A,7,0.7
196609,NY,NEW YORK,HEPATITIS A,50,0.28
196609,OH,OHIO,HEPATITIS A,36,0.35
196609,OR,OREGON,HEPATITIS A,10,0.51
196609,PA,PENNSYLVANIA,HEPATITIS A,50,0.43
196609,RI,RHODE ISLAND,HEPATITIS A,2,0.22
196609,SC,SOUTH CAROLINA,HEPATITIS A,2,0.08
196609,TN,TENNESSEE,HEPATITIS A,28,0.73
196609,TX,TEXAS,HEPATITIS A,51,0.49
196609,UT,UTAH,HEPATITIS A,2,0.2
196609,VA,VIRGINIA,HEPATITIS A,22,0.49
196609,VT,VERMONT,HEPATITIS A,2,0.48
196609,WA,WASHINGTON,HEPATITIS A,5,0.16
196609,WI,WISCONSIN,HEPATITIS A,8,0.19
196609,WV,WEST VIRGINIA,HEPATITIS A,6,0.34
196609,WY,WYOMING,HEPATITIS A,4,1.24
196610,AK,ALASKA,HEPATITIS A,11,4.06
196610,AL,ALABAMA,HEPATITIS A,14,0.4
196610,AR,ARKANSAS,HEPATITIS A,9,0.47
196610,AZ,ARIZONA,HEPATITIS A,7,0.43
196610,CA,CALIFORNIA,HEPATITIS A,106,0.56
196610,CO,COLORADO,HEPATITIS A,14,0.7
196610,CT,CONNECTICUT,HEPATITIS A,3,0.1
196610,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13
196610,FL,FLORIDA,HEPATITIS A,20,0.33
196610,GA,GEORGIA,HEPATITIS A,3,0.07
196610,HI,HAWAII,HEPATITIS A,1,0.14
196610,IA,IOWA,HEPATITIS A,10,0.36
196610,ID,IDAHO,HEPATITIS A,4,0.58
196610,IL,ILLINOIS,HEPATITIS A,22,0.2
196610,IN,INDIANA,HEPATITIS A,12,0.24
196610,KS,KANSAS,HEPATITIS A,4,0.18
196610,KY,KENTUCKY,HEPATITIS A,32,1.02
196610,LA,LOUISIANA,HEPATITIS A,7,0.2
196610,MA,MASSACHUSETTS,HEPATITIS A,10,0.18
196610,MD,MARYLAND,HEPATITIS A,23,0.62
196610,ME,MAINE,HEPATITIS A,3,0.3
196610,MI,MICHIGAN,HEPATITIS A,80,0.94
196610,MN,MINNESOTA,HEPATITIS A,9,0.25
196610,MO,MISSOURI,HEPATITIS A,13,0.29
196610,MS,MISSISSIPPI,HEPATITIS A,5,0.22
196610,NC,NORTH CAROLINA,HEPATITIS A,8,0.16
196610,NE,NEBRASKA,HEPATITIS A,1,0.07
196610,NH,NEW HAMPSHIRE,HEPATITIS A,4,0.59
196610,NJ,NEW JERSEY,HEPATITIS A,24,0.35
196610,NM,NEW MEXICO,HEPATITIS A,9,0.89
196610,OH,OHIO,HEPATITIS A,45,0.44
196610,OR,OREGON,HEPATITIS A,5,0.25
196610,PA,PENNSYLVANIA,HEPATITIS A,35,0.3
196610,SC,SOUTH CAROLINA,HEPATITIS A,4,0.16
196610,TN,TENNESSEE,HEPATITIS A,28,0.73
196610,TX,TEXAS,HEPATITIS A,42,0.4
196610,UT,UTAH,HEPATITIS A,2,0.2
196610,VA,VIRGINIA,HEPATITIS A,23,0.52
196610,VT,VERMONT,HEPATITIS A,3,0.73
196610,WA,WASHINGTON,HEPATITIS A,10,0.33
196610,WI,WISCONSIN,HEPATITIS A,7,0.16
196610,WV,WEST VIRGINIA,HEPATITIS A,11,0.62
196610,WY,WYOMING,HEPATITIS A,1,0.31
196611,AK,ALASKA,HEPATITIS A,1,0.37
196611,AL,ALABAMA,HEPATITIS A,7,0.2
196611,AR,ARKANSAS,HEPATITIS A,4,0.21
196611,AZ,ARIZONA,HEPATITIS A,2,0.12
196611,CA,CALIFORNIA,HEPATITIS A,112,0.59
196611,CO,COLORADO,HEPATITIS A,4,0.2
196611,CT,CONNECTICUT,HEPATITIS A,6,0.21
196611,DE,DELAWARE,HEPATITIS A,2,0.39
196611,FL,FLORIDA,HEPATITIS A,19,0.31
196611,GA,GEORGIA,HEPATITIS A,15,0.34
196611,HI,HAWAII,HEPATITIS A,2,0.28
196611,IA,IOWA,HEPATITIS A,16,0.58
196611,IL,ILLINOIS,HEPATITIS A,17,0.16
196611,IN,INDIANA,HEPATITIS A,9,0.18
196611,KS,KANSAS,HEPATITIS A,13,0.59
196611,KY,KENTUCKY,HEPATITIS A,32,1.02
196611,LA,LOUISIANA,HEPATITIS A,6,0.17
196611,MA,MASSACHUSETTS,HEPATITIS A,2,0.04
196611,MD,MARYLAND,HEPATITIS A,17,0.46
196611,ME,MAINE,HEPATITIS A,1,0.1
196611,MI,MICHIGAN,HEPATITIS A,73,0.86
196611,MN,MINNESOTA,HEPATITIS A,8,0.22
196611,MO,MISSOURI,HEPATITIS A,45,0.99
196611,MS,MISSISSIPPI,HEPATITIS A,5,0.22
196611,MT,MONTANA,HEPATITIS A,1,0.14
196611,NC,NORTH CAROLINA,HEPATITIS A,10,0.2
196611,ND,NORTH DAKOTA,HEPATITIS A,1,0.15
196611,NE,NEBRASKA,HEPATITIS A,1,0.07
196611,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15
196611,NJ,NEW JERSEY,HEPATITIS A,16,0.23
196611,NM,NEW MEXICO,HEPATITIS A,8,0.79
196611,NY,NEW YORK,HEPATITIS A,62,0.35
196611,OH,OHIO,HEPATITIS A,38,0.37
196611,OK,OKLAHOMA,HEPATITIS A,3,0.12
196611,OR,OREGON,HEPATITIS A,12,0.61
196611,PA,PENNSYLVANIA,HEPATITIS A,34,0.29
196611,RI,RHODE ISLAND,HEPATITIS A,3,0.33
196611,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04
196611,TN,TENNESSEE,HEPATITIS A,14,0.37
196611,TX,TEXAS,HEPATITIS A,43,0.41
196611,UT,UTAH,HEPATITIS A,1,0.1
196611,VA,VIRGINIA,HEPATITIS A,25,0.56
196611,WA,WASHINGTON,HEPATITIS A,20,0.65
196611,WI,WISCONSIN,HEPATITIS A,11,0.26
196611,WV,WEST VIRGINIA,HEPATITIS A,2,0.11
196612,AL,ALABAMA,HEPATITIS A,8,0.23
196612,AR,ARKANSAS,HEPATITIS A,12,0.63
196612,AZ,ARIZONA,HEPATITIS A,12,0.74
196612,CA,CALIFORNIA,HEPATITIS A,93,0.49
196612,CO,COLORADO,HEPATITIS A,4,0.2
196612,CT,CONNECTICUT,HEPATITIS A,2,0.07
196612,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.25
196612,DE,DELAWARE,HEPATITIS A,1,0.19
