week,state,state_name,disease,cases,incidence_per_capita
192803,OK,OKLAHOMA,SMALLPOX,142,6.06
192803,OR,OREGON,SMALLPOX,46,4.91
192803,PA,PENNSYLVANIA,SMALLPOX,0,0
192803,RI,RHODE ISLAND,SMALLPOX,0,0
192803,SC,SOUTH CAROLINA,SMALLPOX,15,0.86
192803,SD,SOUTH DAKOTA,SMALLPOX,10,1.46
192803,TN,TENNESSEE,SMALLPOX,21,0.8
192803,TX,TEXAS,SMALLPOX,23,0.41
192803,UT,UTAH,SMALLPOX,17,3.37
192803,VT,VERMONT,SMALLPOX,0,0
192803,WA,WASHINGTON,SMALLPOX,51,3.29
192803,WI,WISCONSIN,SMALLPOX,29,0.99
192803,WV,WEST VIRGINIA,SMALLPOX,26,1.53
192803,WY,WYOMING,SMALLPOX,2,0.91
192804,AL,ALABAMA,SMALLPOX,11,0.42
192804,AR,ARKANSAS,SMALLPOX,18,0.97
192804,AZ,ARIZONA,SMALLPOX,8,1.9
192804,CA,CALIFORNIA,SMALLPOX,27,0.51
192804,CO,COLORADO,SMALLPOX,18,1.78
192804,CT,CONNECTICUT,SMALLPOX,15,0.95
192804,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0
192804,DE,DELAWARE,SMALLPOX,0,0
192804,FL,FLORIDA,SMALLPOX,1,0.07
192804,GA,GEORGIA,SMALLPOX,0,0
192804,IA,IOWA,SMALLPOX,75,3.06
192804,ID,IDAHO,SMALLPOX,13,2.9
192804,IL,ILLINOIS,SMALLPOX,38,0.5
192804,IN,INDIANA,SMALLPOX,93,2.9
192804,KS,KANSAS,SMALLPOX,106,5.73
192804,KY,KENTUCKY,SMALLPOX,41,1.6
192804,LA,LOUISIANA,SMALLPOX,17,0.82
192804,MA,MASSACHUSETTS,SMALLPOX,0,0
192804,MD,MARYLAND,SMALLPOX,1,0.06
192804,ME,MAINE,SMALLPOX,0,0
192804,MI,MICHIGAN,SMALLPOX,26,0.56
192804,MN,MINNESOTA,SMALLPOX,2,0.08
192804,MO,MISSOURI,SMALLPOX,42,1.17
192804,MS,MISSISSIPPI,SMALLPOX,22,1.11
192804,MT,MONTANA,SMALLPOX,20,3.7
192804,NC,NORTH CAROLINA,SMALLPOX,117,3.8
192804,ND,NORTH DAKOTA,SMALLPOX,2,0.3
192804,NE,NEBRASKA,SMALLPOX,68,4.96
192804,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192804,NJ,NEW JERSEY,SMALLPOX,1,0.03
192804,NM,NEW MEXICO,SMALLPOX,1,0.24
192804,NY,NEW YORK,SMALLPOX,5,0.04
192804,OH,OHIO,SMALLPOX,21,0.32
192804,OK,OKLAHOMA,SMALLPOX,150,6.4
192804,OR,OREGON,SMALLPOX,51,5.45
192804,PA,PENNSYLVANIA,SMALLPOX,0,0
192804,RI,RHODE ISLAND,SMALLPOX,0,0
192804,SC,SOUTH CAROLINA,SMALLPOX,10,0.58
192804,SD,SOUTH DAKOTA,SMALLPOX,1,0.15
192804,TN,TENNESSEE,SMALLPOX,35,1.33
192804,TX,TEXAS,SMALLPOX,41,0.72
192804,UT,UTAH,SMALLPOX,19,3.77
192804,VT,VERMONT,SMALLPOX,0,0
192804,WA,WASHINGTON,SMALLPOX,46,2.97
192804,WI,WISCONSIN,SMALLPOX,35,1.2
192804,WV,WEST VIRGINIA,SMALLPOX,37,2.18
192804,WY,WYOMING,SMALLPOX,4,1.82
192805,AL,ALABAMA,SMALLPOX,1,0.04
192805,AR,ARKANSAS,SMALLPOX,6,0.32
192805,AZ,ARIZONA,SMALLPOX,3,0.71
192805,CA,CALIFORNIA,SMALLPOX,39,0.73
192805,CO,COLORADO,SMALLPOX,24,2.37
192805,CT,CONNECTICUT,SMALLPOX,6,0.38
192805,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0
192805,DE,DELAWARE,SMALLPOX,0,0
192805,FL,FLORIDA,SMALLPOX,3,0.21
192805,GA,GEORGIA,SMALLPOX,0,0
192805,IA,IOWA,SMALLPOX,74,3.02
192805,ID,IDAHO,SMALLPOX,6,1.34
192805,IL,ILLINOIS,SMALLPOX,30,0.4
192805,IN,INDIANA,SMALLPOX,140,4.36
192805,KS,KANSAS,SMALLPOX,119,6.43
192805,KY,KENTUCKY,SMALLPOX,52,2.03
192805,LA,LOUISIANA,SMALLPOX,14,0.68
192805,MA,MASSACHUSETTS,SMALLPOX,0,0
192805,MD,MARYLAND,SMALLPOX,0,0
192805,ME,MAINE,SMALLPOX,0,0
192805,MI,MICHIGAN,SMALLPOX,39,0.84
192805,MN,MINNESOTA,SMALLPOX,5,0.19
192805,MO,MISSOURI,SMALLPOX,37,1.03
192805,MS,MISSISSIPPI,SMALLPOX,7,0.35
192805,MT,MONTANA,SMALLPOX,44,8.13
192805,NC,NORTH CAROLINA,SMALLPOX,129,4.19
192805,ND,NORTH DAKOTA,SMALLPOX,0,0
192805,NE,NEBRASKA,SMALLPOX,40,2.92
192805,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192805,NJ,NEW JERSEY,SMALLPOX,0,0
192805,NM,NEW MEXICO,SMALLPOX,0,0
192805,NY,NEW YORK,SMALLPOX,11,0.09
192805,OH,OHIO,SMALLPOX,42,0.64
192805,OK,OKLAHOMA,SMALLPOX,233,9.94
192805,OR,OREGON,SMALLPOX,48,5.13
192805,PA,PENNSYLVANIA,SMALLPOX,0,0
192805,RI,RHODE ISLAND,SMALLPOX,0,0
192805,SC,SOUTH CAROLINA,SMALLPOX,4,0.23
192805,SD,SOUTH DAKOTA,SMALLPOX,44,6.42
192805,TN,TENNESSEE,SMALLPOX,24,0.91
192805,TX,TEXAS,SMALLPOX,96,1.69
192805,UT,UTAH,SMALLPOX,18,3.57
192805,VT,VERMONT,SMALLPOX,0,0
192805,WA,WASHINGTON,SMALLPOX,40,2.58
192805,WI,WISCONSIN,SMALLPOX,35,1.2
192805,WV,WEST VIRGINIA,SMALLPOX,13,0.77
192805,WY,WYOMING,SMALLPOX,6,2.73
192806,AL,ALABAMA,SMALLPOX,10,0.38
192806,AR,ARKANSAS,SMALLPOX,10,0.54
192806,AZ,ARIZONA,SMALLPOX,16,3.79
192806,CA,CALIFORNIA,SMALLPOX,20,0.37
192806,CO,COLORADO,SMALLPOX,14,1.38
192806,CT,CONNECTICUT,SMALLPOX,6,0.38
192806,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0
192806,DE,DELAWARE,SMALLPOX,0,0
192806,FL,FLORIDA,SMALLPOX,10,0.7
192806,GA,GEORGIA,SMALLPOX,0,0
192806,IA,IOWA,SMALLPOX,66,2.69
192806,IL,ILLINOIS,SMALLPOX,42,0.55
192806,IN,INDIANA,SMALLPOX,101,3.14
192806,KS,KANSAS,SMALLPOX,109,5.89
192806,KY,KENTUCKY,SMALLPOX,13,0.51
192806,LA,LOUISIANA,SMALLPOX,23,1.11
192806,MA,MASSACHUSETTS,SMALLPOX,0,0
192806,MD,MARYLAND,SMALLPOX,0,0
192806,ME,MAINE,SMALLPOX,0,0
192806,MI,MICHIGAN,SMALLPOX,32,0.69
192806,MN,MINNESOTA,SMALLPOX,1,0.04
192806,MO,MISSOURI,SMALLPOX,62,1.72
192806,MS,MISSISSIPPI,SMALLPOX,11,0.56
192806,MT,MONTANA,SMALLPOX,27,4.99
192806,NC,NORTH CAROLINA,SMALLPOX,142,4.61
192806,ND,NORTH DAKOTA,SMALLPOX,3,0.45
192806,NE,NEBRASKA,SMALLPOX,53,3.87
192806,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192806,NJ,NEW JERSEY,SMALLPOX,1,0.03
192806,NM,NEW MEXICO,SMALLPOX,0,0
192806,NY,NEW YORK,SMALLPOX,16,0.14
192806,OH,OHIO,SMALLPOX,27,0.41
192806,OK,OKLAHOMA,SMALLPOX,135,5.76
192806,OR,OREGON,SMALLPOX,44,4.7
192806,PA,PENNSYLVANIA,SMALLPOX,0,0
192806,RI,RHODE ISLAND,SMALLPOX,0,0
192806,SC,SOUTH CAROLINA,SMALLPOX,15,0.86
192806,SD,SOUTH DAKOTA,SMALLPOX,9,1.31
192806,TN,TENNESSEE,SMALLPOX,10,0.38
192806,TX,TEXAS,SMALLPOX,120,2.11
192806,UT,UTAH,SMALLPOX,4,0.79
192806,VA,VIRGINIA,SMALLPOX,0,0
192806,VT,VERMONT,SMALLPOX,0,0
192806,WA,WASHINGTON,SMALLPOX,70,4.51
192806,WI,WISCONSIN,SMALLPOX,14,0.48
192806,WV,WEST VIRGINIA,SMALLPOX,41,2.42
192806,WY,WYOMING,SMALLPOX,2,0.91
192807,AL,ALABAMA,SMALLPOX,4,0.15
192807,AR,ARKANSAS,SMALLPOX,0,0
192807,AZ,ARIZONA,SMALLPOX,28,6.64
192807,CA,CALIFORNIA,SMALLPOX,18,0.34
192807,CO,COLORADO,SMALLPOX,9,0.89
192807,CT,CONNECTICUT,SMALLPOX,1,0.06
192807,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0
192807,DE,DELAWARE,SMALLPOX,0,0
192807,FL,FLORIDA,SMALLPOX,2,0.14
192807,GA,GEORGIA,SMALLPOX,0,0
192807,IA,IOWA,SMALLPOX,98,4
192807,ID,IDAHO,SMALLPOX,6,1.34
192807,IL,ILLINOIS,SMALLPOX,77,1.02
192807,IN,INDIANA,SMALLPOX,116,3.61
192807,KS,KANSAS,SMALLPOX,78,4.22
192807,KY,KENTUCKY,SMALLPOX,16,0.62
192807,LA,LOUISIANA,SMALLPOX,33,1.6
192807,MA,MASSACHUSETTS,SMALLPOX,0,0
192807,MD,MARYLAND,SMALLPOX,0,0
192807,ME,MAINE,SMALLPOX,0,0
192807,MI,MICHIGAN,SMALLPOX,42,0.9
192807,MN,MINNESOTA,SMALLPOX,3,0.12
192807,MO,MISSOURI,SMALLPOX,25,0.69
192807,MS,MISSISSIPPI,SMALLPOX,0,0
192807,MT,MONTANA,SMALLPOX,27,4.99
192807,NC,NORTH CAROLINA,SMALLPOX,93,3.02
192807,ND,NORTH DAKOTA,SMALLPOX,7,1.05
192807,NE,NEBRASKA,SMALLPOX,22,1.6
192807,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192807,NJ,NEW JERSEY,SMALLPOX,0,0
192807,NM,NEW MEXICO,SMALLPOX,1,0.24
192807,NY,NEW YORK,SMALLPOX,4,0.03
192807,OH,OHIO,SMALLPOX,23,0.35
192807,OK,OKLAHOMA,SMALLPOX,94,4.01
192807,OR,OREGON,SMALLPOX,59,6.3
192807,PA,PENNSYLVANIA,SMALLPOX,1,0.01
192807,RI,RHODE ISLAND,SMALLPOX,0,0
192807,SC,SOUTH CAROLINA,SMALLPOX,12,0.69
192807,SD,SOUTH DAKOTA,SMALLPOX,9,1.31
192807,TN,TENNESSEE,SMALLPOX,33,1.26
192807,TX,TEXAS,SMALLPOX,62,1.09
192807,UT,UTAH,SMALLPOX,22,4.37
192807,VT,VERMONT,SMALLPOX,0,0
192807,WA,WASHINGTON,SMALLPOX,26,1.68
192807,WI,WISCONSIN,SMALLPOX,58,1.98
192807,WV,WEST VIRGINIA,SMALLPOX,102,6.01
192807,WY,WYOMING,SMALLPOX,0,0
192808,AL,ALABAMA,SMALLPOX,7,0.27
192808,AR,ARKANSAS,SMALLPOX,7,0.38
192808,AZ,ARIZONA,SMALLPOX,26,6.16
192808,CA,CALIFORNIA,SMALLPOX,32,0.6
192808,CO,COLORADO,SMALLPOX,12,1.18
192808,CT,CONNECTICUT,SMALLPOX,2,0.13
192808,DE,DELAWARE,SMALLPOX,0,0
192808,FL,FLORIDA,SMALLPOX,4,0.28
192808,GA,GEORGIA,SMALLPOX,0,0
192808,IA,IOWA,SMALLPOX,77,3.14
192808,ID,IDAHO,SMALLPOX,2,0.45
192808,IL,ILLINOIS,SMALLPOX,53,0.7
192808,IN,INDIANA,SMALLPOX,114,3.55
192808,KS,KANSAS,SMALLPOX,105,5.68
192808,KY,KENTUCKY,SMALLPOX,30,1.17
192808,LA,LOUISIANA,SMALLPOX,22,1.07
192808,MA,MASSACHUSETTS,SMALLPOX,0,0
192808,MD,MARYLAND,SMALLPOX,0,0
192808,ME,MAINE,SMALLPOX,0,0
192808,MI,MICHIGAN,SMALLPOX,37,0.79
192808,MN,MINNESOTA,SMALLPOX,0,0
192808,MO,MISSOURI,SMALLPOX,53,1.47
192808,MS,MISSISSIPPI,SMALLPOX,4,0.2
192808,MT,MONTANA,SMALLPOX,12,2.22
192808,NC,NORTH CAROLINA,SMALLPOX,113,3.67
192808,ND,NORTH DAKOTA,SMALLPOX,4,0.6
192808,NE,NEBRASKA,SMALLPOX,17,1.24
192808,NJ,NEW JERSEY,SMALLPOX,0,0
192808,NM,NEW MEXICO,SMALLPOX,2,0.48
192808,NY,NEW YORK,SMALLPOX,10,0.09
192808,OH,OHIO,SMALLPOX,31,0.47
192808,OK,OKLAHOMA,SMALLPOX,190,8.11
192808,OR,OREGON,SMALLPOX,30,3.21
192808,PA,PENNSYLVANIA,SMALLPOX,0,0
192808,RI,RHODE ISLAND,SMALLPOX,0,0
192808,SC,SOUTH CAROLINA,SMALLPOX,4,0.23
192808,SD,SOUTH DAKOTA,SMALLPOX,3,0.44
192808,TN,TENNESSEE,SMALLPOX,34,1.3
192808,TX,TEXAS,SMALLPOX,12,0.21
192808,UT,UTAH,SMALLPOX,23,4.56
192808,VT,VERMONT,SMALLPOX,0,0
192808,WA,WASHINGTON,SMALLPOX,82,5.29
192808,WI,WISCONSIN,SMALLPOX,21,0.72
192808,WV,WEST VIRGINIA,SMALLPOX,54,3.18
192808,WY,WYOMING,SMALLPOX,3,1.36
192809,AL,ALABAMA,SMALLPOX,26,0.98
192809,AR,ARKANSAS,SMALLPOX,8,0.43
192809,AZ,ARIZONA,SMALLPOX,67,15.88
192809,CA,CALIFORNIA,SMALLPOX,32,0.6
192809,CO,COLORADO,SMALLPOX,20,1.97
192809,CT,CONNECTICUT,SMALLPOX,3,0.19
192809,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0
192809,DE,DELAWARE,SMALLPOX,0,0
192809,FL,FLORIDA,SMALLPOX,12,0.84
192809,GA,GEORGIA,SMALLPOX,0,0
192809,IA,IOWA,SMALLPOX,63,2.57
192809,ID,IDAHO,SMALLPOX,4,0.89
192809,IL,ILLINOIS,SMALLPOX,40,0.53
192809,IN,INDIANA,SMALLPOX,126,3.92
192809,KS,KANSAS,SMALLPOX,49,2.65
192809,KY,KENTUCKY,SMALLPOX,11,0.43
192809,LA,LOUISIANA,SMALLPOX,22,1.07
192809,MA,MASSACHUSETTS,SMALLPOX,0,0
192809,MD,MARYLAND,SMALLPOX,0,0
192809,ME,MAINE,SMALLPOX,0,0
192809,MI,MICHIGAN,SMALLPOX,22,0.47
192809,MN,MINNESOTA,SMALLPOX,4,0.15
192809,MO,MISSOURI,SMALLPOX,35,0.97
192809,MS,MISSISSIPPI,SMALLPOX,10,0.5
192809,MT,MONTANA,SMALLPOX,18,3.33
192809,NC,NORTH CAROLINA,SMALLPOX,119,3.86
192809,ND,NORTH DAKOTA,SMALLPOX,1,0.15
192809,NE,NEBRASKA,SMALLPOX,64,4.67
192809,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192809,NJ,NEW JERSEY,SMALLPOX,0,0
192809,NM,NEW MEXICO,SMALLPOX,1,0.24
192809,NY,NEW YORK,SMALLPOX,13,0.11
192809,OH,OHIO,SMALLPOX,33,0.5
192809,OK,OKLAHOMA,SMALLPOX,94,4.01
192809,OR,OREGON,SMALLPOX,58,6.2
192809,PA,PENNSYLVANIA,SMALLPOX,0,0
192809,RI,RHODE ISLAND,SMALLPOX,0,0
192809,SC,SOUTH CAROLINA,SMALLPOX,7,0.4
192809,SD,SOUTH DAKOTA,SMALLPOX,0,0
192809,TN,TENNESSEE,SMALLPOX,34,1.3
192809,TX,TEXAS,SMALLPOX,92,1.62
192809,UT,UTAH,SMALLPOX,13,2.58
192809,VA,VIRGINIA,SMALLPOX,0,0
192809,VT,VERMONT,SMALLPOX,0,0
192809,WA,WASHINGTON,SMALLPOX,46,2.97
192809,WI,WISCONSIN,SMALLPOX,33,1.13
192809,WV,WEST VIRGINIA,SMALLPOX,9,0.53
192809,WY,WYOMING,SMALLPOX,5,2.27
192810,AL,ALABAMA,SMALLPOX,12,0.45
192810,AR,ARKANSAS,SMALLPOX,7,0.38
192810,AZ,ARIZONA,SMALLPOX,25,5.92
192810,CA,CALIFORNIA,SMALLPOX,19,0.36
192810,CO,COLORADO,SMALLPOX,12,1.18
192810,CT,CONNECTICUT,SMALLPOX,4,0.25
192810,DE,DELAWARE,SMALLPOX,0,0
192810,FL,FLORIDA,SMALLPOX,7,0.49
192810,GA,GEORGIA,SMALLPOX,15,0.52
192810,IA,IOWA,SMALLPOX,68,2.78
192810,ID,IDAHO,SMALLPOX,0,0
192810,IL,ILLINOIS,SMALLPOX,47,0.62
192810,IN,INDIANA,SMALLPOX,79,2.46
192810,KS,KANSAS,SMALLPOX,70,3.78
192810,KY,KENTUCKY,SMALLPOX,32,1.25
192810,LA,LOUISIANA,SMALLPOX,32,1.55
192810,MA,MASSACHUSETTS,SMALLPOX,0,0
192810,MD,MARYLAND,SMALLPOX,4,0.25
192810,ME,MAINE,SMALLPOX,0,0
192810,MI,MICHIGAN,SMALLPOX,37,0.79
192810,MN,MINNESOTA,SMALLPOX,1,0.04
192810,MO,MISSOURI,SMALLPOX,53,1.47
192810,MS,MISSISSIPPI,SMALLPOX,4,0.2
192810,NC,NORTH CAROLINA,SMALLPOX,93,3.02
192810,ND,NORTH DAKOTA,SMALLPOX,0,0
192810,NE,NEBRASKA,SMALLPOX,51,3.72
192810,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192810,NJ,NEW JERSEY,SMALLPOX,0,0
192810,NM,NEW MEXICO,SMALLPOX,2,0.48
192810,NY,NEW YORK,SMALLPOX,13,0.11
192810,OH,OHIO,SMALLPOX,24,0.36
192810,OK,OKLAHOMA,SMALLPOX,181,7.72
192810,OR,OREGON,SMALLPOX,64,6.84
192810,PA,PENNSYLVANIA,SMALLPOX,0,0
192810,RI,RHODE ISLAND,SMALLPOX,0,0
192810,SC,SOUTH CAROLINA,SMALLPOX,14,0.81
192810,SD,SOUTH DAKOTA,SMALLPOX,10,1.46
192810,TN,TENNESSEE,SMALLPOX,26,0.99
192810,TX,TEXAS,SMALLPOX,65,1.15
192810,UT,UTAH,SMALLPOX,13,2.58
192810,VT,VERMONT,SMALLPOX,0,0
192810,WA,WASHINGTON,SMALLPOX,79,5.09
192810,WI,WISCONSIN,SMALLPOX,42,1.44
192810,WV,WEST VIRGINIA,SMALLPOX,76,4.48
192810,WY,WYOMING,SMALLPOX,15,6.82
192811,AL,ALABAMA,SMALLPOX,9,0.34
192811,AR,ARKANSAS,SMALLPOX,2,0.11
192811,AZ,ARIZONA,SMALLPOX,19,4.5
192811,CA,CALIFORNIA,SMALLPOX,26,0.49
192811,CO,COLORADO,SMALLPOX,4,0.39
192811,CT,CONNECTICUT,SMALLPOX,0,0
192811,DE,DELAWARE,SMALLPOX,0,0
192811,FL,FLORIDA,SMALLPOX,6,0.42
192811,GA,GEORGIA,SMALLPOX,0,0
192811,IA,IOWA,SMALLPOX,66,2.69
192811,ID,IDAHO,SMALLPOX,0,0
192811,IL,ILLINOIS,SMALLPOX,54,0.71
192811,IN,INDIANA,SMALLPOX,144,4.48
192811,KS,KANSAS,SMALLPOX,96,5.19
192811,KY,KENTUCKY,SMALLPOX,36,1.4
192811,LA,LOUISIANA,SMALLPOX,32,1.55
192811,MA,MASSACHUSETTS,SMALLPOX,0,0
192811,MD,MARYLAND,SMALLPOX,2,0.12
192811,ME,MAINE,SMALLPOX,0,0
192811,MI,MICHIGAN,SMALLPOX,39,0.84
192811,MN,MINNESOTA,SMALLPOX,1,0.04
192811,MO,MISSOURI,SMALLPOX,72,2
192811,MS,MISSISSIPPI,SMALLPOX,4,0.2
192811,MT,MONTANA,SMALLPOX,15,2.77
192811,NC,NORTH CAROLINA,SMALLPOX,90,2.92
192811,ND,NORTH DAKOTA,SMALLPOX,2,0.3
192811,NE,NEBRASKA,SMALLPOX,40,2.92
192811,NH,NEW HAMPSHIRE,SMALLPOX,0,0
192811,NJ,NEW JERSEY,SMALLPOX,0,0
192811,NY,NEW YORK,SMALLPOX,13,0.11
192811,OH,OHIO,SMALLPOX,48,0.73
192811,OK,OKLAHOMA,SMALLPOX,174,7.42
192811,OR,OREGON,SMALLPOX,46,4.91
192811,PA,PENNSYLVANIA,SMALLPOX,0,0
192811,RI,RHODE ISLAND,SMALLPOX,0,0
192811,SC,SOUTH CAROLINA,SMALLPOX,14,0.81
192811,SD,SOUTH DAKOTA,SMALLPOX,11,1.61
192811,TN,TENNESSEE,SMALLPOX,36,1.37
192811,TX,TEXAS,SMALLPOX,121,2.13
192811,UT,UTAH,SMALLPOX,13,2.58
192811,VT,VERMONT,SMALLPOX,0,0
192811,WA,WASHINGTON,SMALLPOX,32,2.06
192811,WI,WISCONSIN,SMALLPOX,21,0.72
192811,WV,WEST VIRGINIA,SMALLPOX,106,6.25
192811,WY,WYOMING,SMALLPOX,11,5
192812,AL,ALABAMA,SMALLPOX,10,0.38
192812,AR,ARKANSAS,SMALLPOX,11,0.6
192812,AZ,ARIZONA,SMALLPOX,20,4.74
192812,CA,CALIFORNIA,SMALLPOX,29,0.54
192812,CO,COLORADO,SMALLPOX,2,0.2
